pid,store_name,display_name,parent_name,billing_partner,street,zip,city,phone,email,statut,sale_warn,tier,cycle_days,so_count_12m,total_untaxed_12m,avg_mois,first_so_date,last_so_date,last_so_days_ago,last_so_label,last_visit,last_visit_source,next_visit,retard_j,controle_stock,methode_reassort,regle_magasin
119819,Affilié 044463 - Delhaize Hotton,Affilié 044463 - Delhaize Hotton,Delhaize Le Lion S.A,Affilié 044463 - Delhaize Hotton,"Rue De La Scierie, 9",6990,Hotton,+32 84 32 20 24,bernard@counassegroup.be,Actif,no-message,B,28,6,2667.08,222.26,2026-01-14,2026-07-14,13,14/07/2026 (13j),2026-07-14,picking,2026-08-11,0,pas de réserve magasin,manuel — pas d'appareil pour rentrer la marchandise,pas de contrôle marchandise à l'entrée
113498,Affilié 044471 - Delhaize Materne,Affilié 044471 - Delhaize Materne,Delhaize Le Lion S.A,Affilié 044471 - Delhaize Materne,Av. du Bourgmestre Jean Materne 109,5100,Namur,+32 81 30 16 88,info@gecodis.be,Actif,no-message,B,30,6,2641.9,220.16,2025-10-10,2026-06-30,27,30/06/2026 (27j),2026-06-30,picking,2026-07-30,0,,,passage tous les 30j min — pas de passage avant 30j (Nicolas 24/06/2026)
3297,Windmill SA - Intermarché Bouge,Windmill SA - Intermarché Bouge,,Windmill SA - Intermarché Bouge,"Chaussée de Louvain, 257",5000,Bouge,081569346,pdv09883@mousquetaires.com,Actif,no-message,B,28,7,2587.8,215.65,2025-09-30,2026-06-30,27,30/06/2026 (27j),2026-06-30,picking,2026-07-28,0,,"manuel, pas d'appareil magasin pour encoder",pas de contrôle marchandise ; contact Laurence
3210,SA Faimine - Intermarché Faimes,SA Faimine - Intermarché Faimes,,SA Faimine - Intermarché Faimes,Rue De Huy 27,4317,Faimes,019678378,PDV06089@mousquetaires.com,Actif,no-message,B,28,7,2525.7,210.47,2025-09-09,2026-07-09,18,09/07/2026 (18j),2026-07-09,picking,2026-08-06,0,,,
116008,SA Beausov New - Delhaize Beauraing,SA Beausov New - Delhaize Beauraing,,SA Beausov New - Delhaize Beauraing,150 rue de Rochefort,5570,Beauraing,+32 82 71 36 97,Info@delhaize5570.be,Actif,no-message,B,28,6,2500.02,208.34,2025-11-26,2026-07-15,12,15/07/2026 (12j),2026-07-15,picking,2026-08-12,0,,,
2821,Belgradis - Intermarché Belgrade,Belgradis - Intermarché Belgrade,,Belgradis - Intermarché Belgrade,"Allée des Ormes, 15",5001,BELGRADE,081260187,pdv09884@mousquetaires.com,Actif,warning,B,28,6,2477.12,206.43,2025-08-08,2026-06-30,27,30/06/2026 (27j),2026-06-30,picking,2026-07-28,0,,,
60001,Carrefour Hyper Boncelles - 5400102606127,Carrefour Hyper Boncelles - 5400102606127,Carrefour Belgium,Carrefour Belgium,Rue du Condroz 16,4100,Boncelles,,,Actif,no-message,B,28,7,2466.42,205.53,2025-09-26,2026-07-14,13,14/07/2026 (13j),2026-07-15,picking,2026-08-12,0,,,
3000,JAMBIS SA - Intermarché Jambes,JAMBIS SA - Intermarché Jambes,,,"rue de la Poudrière, 14",5100,JAMBES,081306878,pdv09845@mousquetaires.com,Actif,no-message,B,28,8,2432.05,202.67,2025-08-08,2026-07-23,4,23/07/2026 (4j),2026-07-23,picking,2026-08-20,0,,,
2773,2u S.A. - Carrefour Market Ciney,2u S.A. - Carrefour Market Ciney,,2u S.A. - Carrefour Market Ciney,Rue du commerce 44,Ciney,5590,083 21 21 63,Contact@marketciney.be,Actif,no-message,B,28,7,2335.36,194.61,2025-10-02,2026-07-02,25,02/07/2026 (25j),2026-07-02,picking,2026-07-30,0,,,
113445,D-trois SRL - Proxy Delhaize Saint-Séverin,D-trois SRL - Proxy Delhaize Saint-Séverin,,D-trois SRL - Proxy Delhaize Saint-Séverin,"Route du Condroz, 243",4550,Nandrin,+32 4 372 09 85,amdessart@proxynandrin.be,Actif,no-message,B,28,9,2317.7,193.14,2025-10-09,2026-07-06,21,06/07/2026 (21j),2026-07-06,picking,2026-08-03,0,,,
120499,Affilié 044305 - Delhaize Heusy,Affilié 044305 - Delhaize Heusy,Delhaize Le Lion S.A,Affilié 044305 - Delhaize Heusy,"Avenue de Spa, 66",4802,Heusy,+32 87 22 14 75,nicolas.crotteux@affiliatesdelhaize.be,Actif,no-message,B,28,4,2300.2,191.68,2026-01-30,2026-06-29,28,29/06/2026 (28j),2026-06-29,picking,2026-07-27,0,,,
121194,DFH Market - Intermarché Liège Cointe,DFH Market - Intermarché Liège Cointe,,DFH Market - Intermarché Liège Cointe,Bd Gustave Kleyer 3,4000,Liège,+32 4 250 34 82,pdv09880@mousquetaires.com,Actif,no-message,B,28,5,2223.52,185.29,2026-02-16,2026-06-29,28,29/06/2026 (28j),2026-06-29,picking,2026-07-27,0,contrôle de stock OUI — pas de réserve / stock arrière — pas d'appareil (PDA/scan) pour rentrer la marchandise,,
125096,Hypermarché Carrefour Herstal - 5400102606615,Hypermarché Carrefour Herstal - 5400102606615,Carrefour Belgium,Hypermarché Carrefour Herstal - 5400102606615,"Rue Basse Campagne, 1",4040,Herstal,+32 4 240 56 11,,Actif,no-message,B,28,2,2206.99,183.92,2026-07-08,2026-07-10,17,10/07/2026 (17j),2026-07-14,picking,2026-08-11,0,,,
119818,Affilié 043151 - Proxy Delhaize Ferrières,Affilié 043151 - Proxy Delhaize Ferrières,Delhaize Le Lion S.A,Affilié 043151 - Proxy Delhaize Ferrières,"Rue du Pré du Fa, 6A",4190,Ferrières,+32 86 40 02 27,bernard@counassegroup.be,Actif,no-message,B,28,6,2169.87,180.82,2026-01-14,2026-07-16,11,16/07/2026 (11j),2026-07-16,picking,2026-08-13,0,,,
5825,,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,Rue Saint-Lambert 202,,Woluwe-saint-Lambert,022 61 13 60,wdistri1875@gmail.com,Actif,no-message,B,28,6,2105.32,175.44,2025-09-05,2026-07-03,24,03/07/2026 (24j),2026-07-03,picking,2026-07-31,0,pas de réserve — tout en rayon,manuel — pas d'appareil de commande sur place,contrôle marchandise obligatoire à la réception (voir Jordan)
7679,,Etablissements Schnongs - AD Ciney,Etablissements Schnongs - AD Ciney,Etablissements Schnongs - AD Ciney,Chemin de Crahiat 18 A,5590,Ciney,,,Actif,no-message,B,28,8,2024.57,168.71,2025-08-11,2026-04-13,105,13/04/2026 (105j),2026-07-23,picking,2026-08-20,0,,,
8689,Hypermarché carrefour Bierges (wavre ),Hypermarché carrefour Bierges (wavre ),Carrefour Belgium,Hypermarché carrefour Bierges (wavre ),"Boulevard de l'Europe, 3",1301,Bierges,+32 10 23 18 50,alizee_urbain@carrefour.com,Actif,no-message,B,28,4,1886.73,157.23,2025-10-28,2026-07-07,20,07/07/2026 (20j),2026-07-08,picking,2026-08-05,0,,,
124364,Luana Stolfo,Luana Stolfo,Centrale Intermarché,Centrale Intermarché,"Rue du Colombier, 9",6041,Gosselies,+32 71 25 72 65,luana.stolfo@mousquetaires.com,Actif,warning,B,28,6,1739.53,144.96,2026-06-10,2026-07-14,13,14/07/2026 (13j),2026-07-15,picking,2026-08-12,0,,,
5729,Affilié 044010 - Delhaize DEBROUX,Affilié 044010 - Delhaize DEBROUX,Delhaize Le Lion S.A,Affilié 044010 - Delhaize DEBROUX,"Avenue Hermann Debroux, 26",,Auderghem,026 72 87 25,Naberkan@delhaize.be,Actif,no-message,B,28,5,1712.36,142.7,2025-09-05,2026-07-17,10,17/07/2026 (10j),2026-07-17,picking,2026-08-14,0,,,
7649,"Delhaize Le Lion S.A, Affilié 048900 - Ad Spa","Delhaize Le Lion S.A, Affilié 048900 - Ad Spa",,"Delhaize Le Lion S.A, Affilié 048900 - Ad Spa","AVENUE REINE ASTRID, 244",4900,spa,+32 87 79 52 10,info@addelhaizespa.be,Actif,no-message,B,28,7,1645.75,137.15,2025-09-09,2026-06-29,28,29/06/2026 (28j),2026-06-29,picking,2026-07-27,0,contrôle marchandise OUI — pas de réserve / stock arrière — pas d'appareil (PDA/scan) pour rentrer la marchandise — contact: Thibault / Arnaud,,
122255,SA LD Management - Intermarché Hamoir,SA LD Management - Intermarché Hamoir,,SA LD Management - Intermarché Hamoir,Boulevard Pieret 32,4180,Hamoir,+32 86 38 76 21,pdv9322@mousquetaires.com,Actif,no-message,B,28,3,1637.82,136.49,2026-03-18,2026-07-09,18,09/07/2026 (18j),2026-07-09,picking,2026-08-06,0,,,
113613,Hyper Carrefour Mons Grands Prés - 5400102606004,Hyper Carrefour Mons Grands Prés - 5400102606004,Carrefour Belgium,Hyper Carrefour Mons Grands Prés - 5400102606004,"Place des grands pres, 1",7000,Mons,+32 65 32 36 11,christophe_solheid@carrefour.com,Actif,no-message,B,28,5,1570.48,130.87,2025-10-13,2026-07-23,4,23/07/2026 (4j),2026-07-23,last_so,2026-08-20,0,,,
123302,Nathalie Piron,Nathalie Piron,Spar Erezée,Spar Erezée,Rue des Chasseurs Ardennais 6 Boite a,6997,Erezée,+32 86 47 72 82,legribouillon@hotmail.com,Actif,no-message,B,28,3,1566.86,130.57,2026-05-04,2026-07-03,24,03/07/2026 (24j),2026-07-08,picking,2026-08-05,0,,,
123997,AD Delhaize Roodebeek,AD Delhaize Roodebeek,,AD Delhaize Roodebeek,"Chaussée De Roodebeek, 199",1200,Bruxelles,+32 2 779 56 03,info@delhaizeroodebeek.be,Actif,no-message,B,28,3,1292.27,107.69,2026-05-27,2026-07-09,18,09/07/2026 (18j),2026-07-10,picking,2026-08-07,0,,,
2864,Carrefour Market Bastogne - Pascalino,Carrefour Market Bastogne - Pascalino,,Carrefour Market Bastogne - Pascalino,route de Marche 149,Bastogne,6600,+32 61 21 23 42,carrefour091crepin@gmail.com,Actif,no-message,B,28,4,1258.02,104.83,2025-09-11,2026-07-13,14,13/07/2026 (14j),2026-07-13,picking,2026-08-10,0,,,
123297,Pascal Gilson,Pascal Gilson,Spar Gembloux,Spar Gembloux,Chaussée de Namur 52,5030,Gembloux,+32 81 61 63 14,spar.gembloux.rpcg@gmail.com,Actif,no-message,B,28,3,840.25,70.02,2026-04-29,2026-06-26,31,26/06/2026 (31j),2026-07-01,picking,2026-07-29,0,,,
125094,Spar Vaux-sur-Sûre,Spar Vaux-sur-Sûre,,Spar Vaux-sur-Sûre,La Barrière 13,6640,Vaux-sur-Sure,+32 61 31 51 91,lbdistri@hotmail.be,Actif,no-message,B,28,2,679.6,56.63,2026-07-08,2026-07-13,14,13/07/2026 (14j),2026-07-13,picking,2026-08-10,0,,,
125070,Delhaize Warmonceau,Delhaize Warmonceau,,Delhaize Warmonceau,Grand’Rue 294,6000,Charleroi,+32 71 71 12 62,ad.warmonceau@groupturk.be,Actif,no-message,B,28,1,301.12,25.09,2026-07-07,2026-07-07,20,07/07/2026 (20j),2026-07-09,picking,2026-08-06,0,,,
117407,Affilié 045730 - Delhaize Neufchateau,Affilié 045730 - Delhaize Neufchateau,Delhaize Le Lion S.A,Affilié 045730 - Delhaize Neufchateau,Chaussée de Recogne 88,6840,Neufchâteau,+32 61 27 83 88,Ad.neufchateau@schnongs.be,Actif,no-message,C,42,5,1166.5,97.21,2025-12-11,2026-06-19,38,19/06/2026 (38j),2026-06-19,picking,2026-07-31,0,pas de réserve magasin — rien à contrôler avant remplissage,manuel — pas d'appareil pour rentrer la marchandise,pas de contrôle marchandise à l'entrée
121054,Sadel Trade - AD Delhaize Jodoigne,Sadel Trade - AD Delhaize Jodoigne,,Sadel Trade - AD Delhaize Jodoigne,Chaussée de Wavre 90 c,1370,Jodoigne,+32 10 84 03 19,david.adjodoigne@gmail.com,Actif,no-message,C,42,3,1166.2,97.18,2026-02-18,2026-07-14,13,14/07/2026 (13j),2026-07-14,picking,2026-08-25,0,,,
115578,Affilié 040299 - Delhaize Andenne,Affilié 040299 - Delhaize Andenne,Delhaize Le Lion S.A,Affilié 040299 - Delhaize Andenne,Av. Roi Albert 135A,5300,Andenne,+32 85 41 19 81,romain975@hotmail.com,Actif,no-message,C,42,4,1115.52,92.96,2025-11-19,2026-07-06,21,06/07/2026 (21j),2026-07-06,picking,2026-08-17,0,,,
5752,,Intermarché Forest - FREYARVOR,Intermarché Forest - FREYARVOR,Intermarché Forest - FREYARVOR,Chaussée D'alsemberg 303 309,,Forest,023464614,PDV09842@mousquetaires.com,Actif,no-message,C,42,3,804.24,67.02,2025-12-10,2026-07-01,26,01/07/2026 (26j),2026-07-01,picking,2026-08-12,0,,,
123069,Carrefour Market Bievre - 5400102108300,Carrefour Market Bievre - 5400102108300,Carrefour Belgium,Carrefour Market Bievre - 5400102108300,Rue de Bouillon 106,5555,Bièvre,,sylvieh830@gmail.com,Actif,no-message,C,42,5,668.05,55.67,2026-04-23,2026-07-20,7,20/07/2026 (7j),2026-07-20,picking,2026-08-31,0,pas de réserve magasin — rien à contrôler avant remplissage,manuel — pas d'appareil pour rentrer la marchandise,contrôle marchandise à l'entrée OBLIGATOIRE
122958,NDB Diffusion -Spar Namur,NDB Diffusion -Spar Namur,,NDB Diffusion -Spar Namur,Rue des Echasseurs 1,5000,Namur,+32 81 81 31 87,info@sparnamur.com,Actif,no-message,C,42,3,585.06,48.75,2026-04-15,2026-07-06,21,06/07/2026 (21j),2026-07-06,picking,2026-08-17,0,,,
8488,Hyper Carrefour de Drogendos,Hyper Carrefour de Drogendos,Carrefour Belgium,Carrefour Belgium,Avenue Paul Gilson 455,1620,Drogenbos,+32 2 446 15 25,,Televente,no-message,C,42,1,427.95,35.66,2025-08-06,2025-08-06,355,06/08/2025 (355j),2025-08-07,picking,2025-09-18,312,,,
7873,Delhaize bois de breux,Delhaize bois de breux,,Delhaize bois de breux,,,,+32 4 365 74 07,,Televente,no-message,X,90,1,343.73,28.64,2025-08-06,2025-08-06,355,06/08/2025 (355j),2025-08-06,last_so,2025-11-04,265,,,
113634,Carrefour Market Eupen centre Rotenberg,Carrefour Market Eupen centre Rotenberg,Carrefour Belgium,Carrefour Belgium,Rotenberg 12,4700,Eupen,+32 87 55 59 01,carrefoureupen@skynet.be,Televente,no-message,C,42,2,768.31,64.03,2025-10-13,2025-10-13,287,13/10/2025 (287j),2025-10-14,picking,2025-11-25,244,,,
113974,Carrefour Market Eupen Herbesthalerstrasse,Carrefour Market Eupen Herbesthalerstrasse,Carrefour Belgium,Carrefour Belgium,Rue de Herbesthal 203,4700,Eupen,+32 87 21 30 30,info@hypermarketeupen.be,Televente,no-message,C,42,2,756.42,63.03,2025-10-20,2025-10-20,280,20/10/2025 (280j),2025-10-21,picking,2025-12-02,237,,,
7883,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,Place des 3 Fers 23,6880,BERTRIX,+32 61 41 10 84,l.sprumont@marketbertrix.be,Arret,block,X,90,1,269.46,22.45,2025-09-11,2025-09-11,319,11/09/2025 (319j),2025-09-11,last_so,2025-12-10,229,,,
5539,Affilié 042405 - Delhaize Defré,Affilié 042405 - Delhaize Defré,Delhaize Le Lion S.A,Affilié 042405 - Delhaize Defré,"Avenue De Fré, 94",,Uccle,023 74 41 75,defre42405@gmail.com,Arret,block,C,42,2,483.38,40.28,2025-09-05,2025-10-30,270,30/10/2025 (270j),2025-10-30,last_so,2025-12-11,228,,,
8339,Carrefour Market Braine-l'Alleud,Carrefour Market Braine-l'Alleud,Carrefour Belgium,Carrefour Belgium,Pl. du Môle 25,1420,Braine-l'alleud,,,Televente,no-message,C,42,1,370.18,30.85,2025-11-06,2025-11-06,263,06/11/2025 (263j),2025-11-06,last_so,2025-12-18,221,,,
2925,Distrifresh SRL - Intermarché Andenne,Distrifresh SRL - Intermarché Andenne,,Distrifresh SRL - Intermarché Andenne,"Avenue de Belle Mine, 7",5300,Andenne,085/849125,bureau.andenne@mestdagh.be,Arret,block,B,28,4,1514.69,126.22,2025-09-08,2025-12-15,224,15/12/2025 (224j),2025-12-15,last_so,2026-01-12,196,,,
2923,Disesm Sa - Intermarché Bois De Villers,Disesm Sa - Intermarché Bois De Villers,,Disesm Sa - Intermarché Bois De Villers,rue Binamé  Bajart 1,5170,BOIS-DE-VILLERS,081435153,pdv02841@mousquetaires.com,Arret,block,C,42,2,869.72,72.48,2025-09-02,2025-12-01,238,01/12/2025 (238j),2025-12-01,last_so,2026-01-12,196,,,
9016,Distriwal SRL - Carrefour Market Walcourt,Distriwal SRL - Carrefour Market Walcourt,,Distriwal SRL - Carrefour Market Walcourt,"Rue de la Forge, 34",5650,WALCOURT,+32 71 61 14 73,labbe-r@hotmail.com,Televente,no-message,X,90,1,250.95,20.91,2025-10-16,2025-10-16,284,16/10/2025 (284j),2025-10-16,last_so,2026-01-14,194,,,
116724,VDK FOOD RETAIL - Intermarché Uccle,VDK FOOD RETAIL - Intermarché Uccle,,VDK FOOD RETAIL - Intermarché Uccle,Rue Vanderkindere 121,1180,Uccle,+32 2 219 23 16,PDV09872@mousquetaires.com,Arret,block,C,42,2,688.92,57.41,2025-12-03,2025-12-03,236,03/12/2025 (236j),2025-12-04,picking,2026-01-15,193,,,
8062,Carrefour Hyper Auderghem,Carrefour Hyper Auderghem,Carrefour Belgium,Carrefour Belgium,Bd du Souverain-Vorstlaan 240,1160,Auderghem,+32 2 679 05 11,josiane_bourcy@carrefour.com,Televente,no-message,C,42,3,632.0,52.67,2025-08-05,2026-01-13,195,13/01/2026 (195j),2026-01-13,picking,2026-02-24,153,,,
113997,"Carrefour Belgium - Corporate Village, Carrefour Market City 2","Carrefour Belgium - Corporate Village, Carrefour Market City 2",Carrefour Belgium,Carrefour Belgium,Rue Neuve 123,1000,Bruxelles,+32 2 226 66 11,constance_havet@carrefour.com,Televente,no-message,C,42,3,759.24,63.27,2025-10-21,2026-02-11,166,11/02/2026 (166j),2026-02-11,last_so,2026-03-25,124,,,
5899,Affilié 040290 - AD Andenne,Affilié 040290 - AD Andenne,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Avenue Roi Albert 135A,5300,Andenne,+32 85 41 19 81,proxystema@gmail.com,Televente,no-message,C,42,2,552.12,46.01,2026-01-07,2026-02-13,164,13/02/2026 (164j),2026-02-13,last_so,2026-03-27,122,,,
2963,GENADIS - Intermarché Genappe,GENADIS - Intermarché Genappe,,GENADIS - Intermarché Genappe,Rue Louis Lalieux 22,1470,Genappe,067 78 02 50,pdv09846@mousquetaires.com,Televente,no-message,B,28,4,1343.88,111.99,2025-08-12,2026-03-25,124,25/03/2026 (124j),2026-03-25,last_so,2026-04-22,96,,,
2927,Distriparenthèse - Intermarché Gosselies,Distriparenthèse - Intermarché Gosselies,,Distriparenthèse - Intermarché Gosselies,"Rue Pont à Migneloux, 13",6041,Gosselies,071/35.40.10,pdv09920@mousquetaires.com,Televente,no-message,B,28,4,1286.41,107.2,2025-09-24,2026-03-31,118,31/03/2026 (118j),2026-03-31,last_so,2026-04-28,90,,,
117404,Carrefour market Arlon Hydrion,Carrefour market Arlon Hydrion,Carrefour Belgium,Carrefour Belgium,Parc commerciale de l'Hydrion 1,6700,Arlon,+32 63 44 51 90,markethydrion@gmail.com,Televente,no-message,C,42,3,825.62,68.8,2025-12-11,2026-03-19,130,19/03/2026 (130j),2026-03-19,last_so,2026-04-30,88,,,
5443,Affilié 041341 - AD Delhaize Filature,Affilié 041341 - AD Delhaize Filature,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Tubize 102,,Braine-le-Château,02 204 56 40,Adfilature@courcellesgroup.be,Televente,no-message,C,42,4,787.99,65.67,2025-09-04,2026-03-25,124,25/03/2026 (124j),2026-03-25,last_so,2026-05-06,82,,,
3274,V2V Express Two - Carrefour Express Lasne,V2V Express Two - Carrefour Express Lasne,,V2V Express Two - Carrefour Express Lasne,Route de l'Etat 47,1380,Lasne,02 633 11 90,lasnedistribution@gmail.com,Televente,no-message,C,42,2,413.74,34.48,2025-08-12,2026-03-25,124,25/03/2026 (124j),2026-03-25,last_so,2026-05-06,82,,,
120762,Spirec SRL - Carrefour Express CHIREC,Spirec SRL - Carrefour Express CHIREC,,Spirec SRL - Carrefour Express CHIREC,"Boulevard du Triomphe, 201",1160,Auderghem,+32 2 280 40 49,express.chirec@gmail.com,Televente,no-message,X,90,1,353.95,29.5,2026-02-05,2026-02-05,172,05/02/2026 (172j),2026-02-09,picking,2026-05-10,78,,,
120986,Carrefour express Petits Champs,Carrefour express Petits Champs,Carrefour Belgium,Carrefour Belgium,"CHAUSSEE DE BRUXELLES, 6",1410,Waterloo,+32 2 354 35 22,cvg0973@hotmail.com,Televente,no-message,X,90,1,243.01,20.25,2026-02-11,2026-02-11,166,11/02/2026 (166j),2026-02-11,picking,2026-05-12,76,,,
120159,Affilié 043145 - Delhaize Flagey,Affilié 043145 - Delhaize Flagey,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Hennin 18,1050,Ixelles,+32 2 648 58 38,skoumans@outlook.com,Televente,no-message,C,42,2,1091.63,90.97,2026-01-22,2026-04-03,115,03/04/2026 (115j),2026-04-03,last_so,2026-05-15,73,,,
122944,Lambertdis SRL - Spar Manhay,Lambertdis SRL - Spar Manhay,,Lambertdis SRL - Spar Manhay,"Rue d'erezée,",6960,Manhay,+32 86 45 55 87,lambertfrancoise@skynet.be,Televente,no-message,C,25,2,558.67,46.56,2026-04-11,2026-04-21,97,21/04/2026 (97j),2026-04-21,picking,2026-05-16,72,,,
123345,BLONFOOD SA - Intermarché Liège Blonden,BLONFOOD SA - Intermarché Liège Blonden,,BLONFOOD SA - Intermarché Liège Blonden,Avenue Blonden 26,4000,Liège,+32 4 229 34 98,PDV09874@MOUSQUETAIRES.COM,Televente,no-message,B,28,1,442.48,36.87,2026-04-30,2026-04-30,88,30/04/2026 (88j),2026-05-04,picking,2026-06-01,56,,,
123466,Digretail - Intermarché Braine-le-Comte Digues,Digretail - Intermarché Braine-le-Comte Digues,,Digretail - Intermarché Braine-le-Comte Digues,Rue des Digues 60,7090,Braine-le-Comte,+32 67 56 01 88,PDV09832@MOUSQUETAIRES.COM,Televente,warning,B,28,1,530.93,44.24,2026-05-05,2026-05-05,83,05/05/2026 (83j),2026-05-05,picking,2026-06-02,55,,,
123067,PGHM Distribution-Proxy Delhaize Maissin,PGHM Distribution-Proxy Delhaize Maissin,,PGHM Distribution-Proxy Delhaize Maissin,"Avenue de France,  22",6852,Paliseul,+32 61 61 11 71,janssensaurelie23@gmail.com,Arret,block,C,42,1,693.48,57.79,2026-04-16,2026-04-16,102,16/04/2026 (102j),2026-04-21,picking,2026-06-02,55,,,
2905,DEMARS S.A.  - Carrefour Market Beauraing,DEMARS S.A.  - Carrefour Market Beauraing,,DEMARS S.A.  - Carrefour Market Beauraing,"Rue de Rochefort, 37",5570,BEAURAING,082/71 02 30,celine.magis@groupedemars.be,Televente,no-message,A,21,10,7064.61,588.72,2025-09-05,2026-05-13,75,13/05/2026 (75j),2026-05-15,picking,2026-06-05,52,,,
123035,Gmp La Louvière - Delhaize La Louvière,Gmp La Louvière - Delhaize La Louvière,,Gmp La Louvière - Delhaize La Louvière,Rue de la Franco-Belge 228,7100,La Louvière,+32 64 44 44 08,chef44686@delhaize.be,Televente,no-message,C,42,1,480.16,40.01,2026-04-20,2026-04-20,98,20/04/2026 (98j),2026-04-27,picking,2026-06-08,49,,,
124037,Intermarché Braine Le Château,Intermarché Braine Le Château,,Intermarché Braine Le Château,Rue de Nivelles 186A,1440,Braine-le-Château,+32 2 366 21 69,PDV09925@MOUSQUETAIRES.COM,Televente,no-message,B,28,1,584.46,48.71,2026-05-29,2026-05-29,59,29/05/2026 (59j),2026-05-29,picking,2026-06-26,31,,,
123964,Intermarché Rumes - Hainaut,Intermarché Rumes - Hainaut,,Intermarché Rumes - Hainaut,Chaussée de Douai 1bis,7610,Rumes,+32 69 34 31 88,pdv04733@mousquetaires.com,Televente,no-message,B,28,1,305.09,25.42,2026-05-29,2026-05-29,59,29/05/2026 (59j),2026-06-03,picking,2026-07-01,26,,,
124148,Spar Beauvechain,Spar Beauvechain,,Spar Beauvechain,Rue du Village 2,1320,Beauvechain,+32 10 86 60 37,spar.beauvechain@gmail.com,Televente,no-message,B,28,1,348.12,29.01,2026-06-04,2026-06-04,53,04/06/2026 (53j),2026-06-04,picking,2026-07-02,25,,,
124178,Delhaize Amay,Delhaize Amay,,Delhaize Amay,Chaussee Roosevelt 101,4540,Amay,+32 85 31 29 97,info@delhaize-amay.be,Televente,no-message,B,28,1,322.64,26.89,2026-06-04,2026-06-04,53,04/06/2026 (53j),2026-06-04,picking,2026-07-02,25,,,
122991,Antheco SA - Intermarché Anthée,Antheco SA - Intermarché Anthée,,Antheco SA - Intermarché Anthée,Rue Maréchal Franchet d'Esperey 2,5520,Onhaye,+32 82 21 31 00,PDV06651@mousquetaires.com,Televente,no-message,B,28,1,301.12,25.09,2026-06-05,2026-06-05,52,05/06/2026 (52j),2026-06-08,picking,2026-07-06,21,,,
123346,Gemblouxim - Intermarché Gembloux,Gemblouxim - Intermarché Gembloux,,Gemblouxim - Intermarché Gembloux,Campagne d'Enée 1,5030,Gembloux,+32 81 61 01 43,PDV09844@MOUSQUETAIRES.COM,Televente,no-message,B,28,2,907.33,75.61,2026-04-30,2026-06-11,46,11/06/2026 (46j),2026-06-11,picking,2026-07-09,18,,,
124368,Spar Momignies,Spar Momignies,,Spar Momignies,Route de Macon 7,6590,Momignies,+32 60 51 10 35,momidistri@skynet.be,Televente,no-message,B,28,1,649.85,54.15,2026-06-10,2026-06-10,47,10/06/2026 (47j),2026-06-12,picking,2026-07-10,17,,,
124424,Hyper Carrefour Kraainem - 5400102606691,Hyper Carrefour Kraainem - 5400102606691,Carrefour Belgium,Carrefour Belgium,Avenue de Wezembeek 114,1950,Kraainem,+32 2 785 06 11,olivier_ernest@carrefour.com,Televente,no-message,B,28,1,752.82,62.74,2026-06-12,2026-06-12,45,12/06/2026 (45j),2026-06-15,picking,2026-07-13,14,,,
124423,Carrefour Market Tomberg - 5400102101219,Carrefour Market Tomberg - 5400102101219,Carrefour Belgium,Carrefour Belgium,Tomberg 96,1200,Woluwe-Saint-Lambert,+32 2 775 04 11,sabine_jacobs@carrefour.com,Televente,no-message,B,28,1,626.05,52.17,2026-06-12,2026-06-12,45,12/06/2026 (45j),2026-06-15,picking,2026-07-13,14,,,
120933,VGS Company - Carrefour Express Rhode-Saint-Genèse,VGS Company - Carrefour Express Rhode-Saint-Genèse,,VGS Company - Carrefour Express Rhode-Saint-Genèse,Chaussée de Waterloo 230,1640,Rhode-Saint-Genèse,+32 2 466 68 41,carrefour.express.rsg@gmail.com,Televente,no-message,X,90,2,217.92,18.16,2026-02-09,2026-04-16,102,16/04/2026 (102j),2026-04-16,last_so,2026-07-15,12,,,
124554,Affilié 047550 - Proxy Delhaize Roi Chevalier,Affilié 047550 - Proxy Delhaize Roi Chevalier,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Avenue du Roi Chevalier 53,1200,Woluwe-Saint-Lambert,+32 2 779 55 42,,Televente,no-message,B,28,1,301.12,25.09,2026-06-18,2026-06-18,39,18/06/2026 (39j),2026-06-18,picking,2026-07-16,11,,,
114763,Lillodis SRL - Proxy Delhaize Lillois,Lillodis SRL - Proxy Delhaize Lillois,,Lillodis SRL - Proxy Delhaize Lillois,Grand’Route 350,1428,Lillois,+32 2 384 48 83,proxylillois@gmail.com,Televente,no-message,C,42,5,887.16,73.93,2025-11-06,2026-06-05,52,05/06/2026 (52j),2026-06-05,picking,2026-07-17,10,,,
