pid,store_name,display_name,parent_name,billing_partner,street,zip,city,phone,email,statut,sale_warn,tier,cycle_days,so_count_12m,total_untaxed_12m,avg_mois,first_so_date,last_so_date,last_so_days_ago,last_so_label,last_visit,last_visit_source,next_visit,retard_j
60001,Carrefour Hyper Boncelles,Carrefour Hyper Boncelles,Carrefour Belgium - Corporate Village,Carrefour Hyper Boncelles,Rue du Condroz 16,4100,Boncelles,,,Actif,no-message,B,28,6,2279.64,189.97,2025-09-26,2026-04-22,36,22/04/2026 (36j),2026-04-24,picking,2026-05-22,6
123189,Carrefour market Bastogne CC Port,Carrefour market Bastogne CC Port,Carrefour Belgium - Corporate Village,Carrefour market Bastogne CC Port,Rue Gustave Delperdange 3,6600,Bastogne,+32 61 21 00 50,bastogne@orkari.be,Actif,no-message,B,28,1,400.21,33.35,2026-04-23,2026-04-23,35,23/04/2026 (35j),2026-04-24,picking,2026-05-22,6
2979,HODICA SA - Carrefour Market Hotton,HODICA SA - Carrefour Market Hotton,,HODICA SA - Carrefour Market Hotton,Rue de la Jonction 16,6990,HOTTON,084 46 73 44,carrefour.market.hotton@gmail.com,Actif,no-message,B,28,7,2163.46,180.29,2025-06-25,2026-04-27,31,27/04/2026 (31j),2026-04-27,last_so,2026-05-25,3
7760,Hyper Carrefour Fleron,Hyper Carrefour Fleron,Carrefour Belgium - Corporate Village,Hyper Carrefour Fleron,Rue de la Clef 30,4620,Fleron,+32 4 355 86 11,sebastien_mancuso_1@carrefour.com,Actif,no-message,B,28,2,1865.97,155.5,2025-07-24,2026-04-22,36,22/04/2026 (36j),2026-04-27,picking,2026-05-25,3
119819,Affilié 044463 - Delhaize Hotton,Affilié 044463 - Delhaize Hotton,Delhaize Le Lion S.A,Affilié 044463 - Delhaize Hotton,"Rue De La Scierie, 9",6990,Hotton,+32 84 32 20 24,bernard@counassegroup.be,Actif,no-message,B,28,4,1700.91,141.74,2026-01-14,2026-04-27,31,27/04/2026 (31j),2026-04-27,last_so,2026-05-25,3
119817,Affilié 040990 - Delhaize Barvaux,Affilié 040990 - Delhaize Barvaux,Delhaize Le Lion S.A,Affilié 040990 - Delhaize Barvaux,"Rue Petit-Barvaux, 6",6940,Barvaux-sur-Ourthe,+32 86 36 60 08,bernard@counassegroup.be,Actif,no-message,B,28,3,1450.63,120.89,2026-01-14,2026-04-27,31,27/04/2026 (31j),2026-04-27,last_so,2026-05-25,3
123035,Gmp La Louvière - Delhaize La Louvière,Gmp La Louvière - Delhaize La Louvière,,Gmp La Louvière - Delhaize La Louvière,Rue de la Franco-Belge 228,7100,La Louvière,+32 64 44 44 08,chef44686@delhaize.be,Actif,no-message,B,28,1,480.16,40.01,2026-04-20,2026-04-20,38,20/04/2026 (38j),2026-04-27,picking,2026-05-25,3
5878,,Carrefour Market Remouchamps,Carrefour Market Remouchamps,Carrefour Market Remouchamps,Avenue de la Porallée  36A,,Aywaille,043 84 05 50,,Actif,no-message,A,21,18,11009.81,917.48,2025-06-20,2026-05-20,8,20/05/2026 (8j),2026-05-20,last_so,2026-06-10,0
5441,Affilié 043366 - AD Fosses-la-Ville,Affilié 043366 - AD Fosses-la-Ville,Delhaize Le Lion S.A,Affilié 043366 - AD Fosses-la-Ville,Rue du Cimetière 5,,Fosses-la-Ville,071 71 29 12,ad.fosses@hotmail.be,Actif,no-message,A,21,18,9543.14,795.26,2025-06-02,2026-05-13,15,13/05/2026 (15j),2026-05-13,last_so,2026-06-03,0
5755,Intermarché Naninne,Intermarché Naninne,NANRETAIL SA - Intermarché Naninne,NANRETAIL SA - Intermarché Naninne,Chaussée de Marche 860,,Naninne,081 63 36 96,naninnecompta@gmail.com,Actif,no-message,A,21,14,9444.63,787.05,2025-06-02,2026-05-26,2,26/05/2026 (2j),2026-05-26,last_so,2026-06-16,0
2905,DEMARS S.A.  - Carrefour Market Beauraing,DEMARS S.A.  - Carrefour Market Beauraing,,DEMARS S.A.  - Carrefour Market Beauraing,"Rue de Rochefort, 37",5570,BEAURAING,082/71 02 30,celine.magis@groupedemars.be,Actif,no-message,A,21,13,8732.1,727.68,2025-06-02,2026-05-13,15,13/05/2026 (15j),2026-05-15,picking,2026-06-05,0
5750,,SA Barthe - Intermarché Assesse,SA Barthe - Intermarché Assesse,SA Barthe - Intermarché Assesse,Rue Melville Wilson 3,,Assesse,083 66 05 70,PDV02021@mousquetaires.com,Actif,no-message,A,21,12,6511.88,542.66,2025-07-14,2026-05-19,9,19/05/2026 (9j),2026-05-19,last_so,2026-06-09,0
5449,Affilié 048875 - AD Sombreffe,Affilié 048875 - AD Sombreffe,Delhaize Le Lion S.A,Affilié 048875 - AD Sombreffe,Chaussée de Gembloux 25,,Sombreffe,071 88 60 08,adsombreffe@gmail.com,Actif,no-message,A,21,18,6405.05,533.75,2025-06-02,2026-05-28,0,28/05/2026 (0j),2026-05-28,last_so,2026-06-18,0
6838,,KAIO Retail invest - Delhaize Ottignies,KAIO Retail invest - Delhaize Ottignies,KAIO Retail invest - Delhaize Ottignies,"Centre commercial du Douaire, 1",1340,Ottignie,,jolan.cailleau@gmail.com,Actif,no-message,A,21,11,5563.04,463.59,2025-07-01,2026-05-28,0,28/05/2026 (0j),2026-05-28,last_so,2026-06-18,0
5580,,GIMALEX SA - Delhaize Fragnée,GIMALEX SA - Delhaize Fragnée,GIMALEX SA - Delhaize Fragnée,"Rue de Fragnée, 41",4000,Liège,,g.harvie@gimalex.be,Actif,no-message,B,28,11,4530.36,377.53,2025-06-20,2026-05-21,7,21/05/2026 (7j),2026-05-21,last_so,2026-06-18,0
8558,SA Marer - AD Delhaize Bastogne,SA Marer - AD Delhaize Bastogne,,SA Marer - AD Delhaize Bastogne,Route de Marche 112-114,6660,Bastogne,+32 61 21 70 84,compta2@irilux.lu,Actif,no-message,B,28,9,4366.13,363.84,2025-06-13,2026-05-06,22,06/05/2026 (22j),2026-05-06,last_so,2026-06-03,0
7693,,SA Marer - AD Rochefort,SA Marer - AD Rochefort,SA Marer - AD Rochefort,Rue de Marche 59,5580,Rochefort,,,Actif,no-message,B,28,10,4138.45,344.87,2025-06-04,2026-05-19,9,19/05/2026 (9j),2026-05-19,last_so,2026-06-16,0
7003,Wonka S.A. - Intermarché Heusy,Wonka S.A. - Intermarché Heusy,,Wonka S.A. - Intermarché Heusy,Chaussée De Theux 55,4802,Heusy,+32 472 09 23 90,caroline.leidgens.intermarche@gmail.com,Actif,no-message,B,28,13,3874.2,322.85,2025-06-20,2026-05-20,8,20/05/2026 (8j),2026-05-20,last_so,2026-06-17,0
115879,SA VILLERSEM - Intermarché Villers Le Bouillet,SA VILLERSEM - Intermarché Villers Le Bouillet,,SA VILLERSEM - Intermarché Villers Le Bouillet,Rue du Château d'eau 1,4530,VILLERS-LE-BOUILLET,+32 85 31 69 11,PDV05449@MOUSQUETAIRES.COM,Actif,no-message,B,28,8,3534.75,294.56,2025-11-24,2026-05-21,7,21/05/2026 (7j),2026-05-21,last_so,2026-06-18,0
2952,AD Delhaize Fernelmont (Fernel-Dis SRL n°43132),AD Delhaize Fernelmont (Fernel-Dis SRL n°43132),,AD Delhaize Fernelmont (Fernel-Dis SRL n°43132),Rue d'Eghezée 16,5380,Fernelmont,+32 81 83 04 55,info@adfernelmont.be,Actif,no-message,B,28,9,3434.65,286.22,2025-06-12,2026-05-19,9,19/05/2026 (9j),2026-05-19,last_so,2026-06-16,0
50967,Affilié 046900 - Proxy Delhaize Rixensart,Affilié 046900 - Proxy Delhaize Rixensart,Delhaize Le Lion S.A,Affilié 046900 - Proxy Delhaize Rixensart,Place du beau site 4,1330,Rixensart,+32 2 653 71 18,bd.proxyrixensart@gmail.com,Actif,no-message,B,28,8,3396.17,283.01,2025-08-29,2026-05-12,16,12/05/2026 (16j),2026-05-12,last_so,2026-06-09,0
2924,Distri-Incourt - Delhaize Incourt,Distri-Incourt - Delhaize Incourt,,Distri-Incourt - Delhaize Incourt,chaussée de Namur 89,1315,INCOURT,010/88.72.90,delhaizeincourt@gmail.com,Actif,no-message,B,28,8,3100.43,258.37,2025-07-22,2026-05-07,21,07/05/2026 (21j),2026-05-08,picking,2026-06-05,0
5484,,Carrefour Market Uccle Bascule,Carrefour Market Uccle Bascule,Carrefour Market Uccle Bascule,Chaussée de Waterloo 719,,1180,023 43 55 75,Carmen.bascule@gmail.com,Actif,no-message,B,28,6,2996.16,249.68,2025-07-09,2026-04-30,28,30/04/2026 (28j),2026-04-30,last_so,2026-05-28,0
9461,Affilié 048665 - Proxy Delhaize St Michel,Affilié 048665 - Proxy Delhaize St Michel,Delhaize Le Lion S.A,Affilié 048665 - Proxy Delhaize St Michel,Rue de l'Escadron 45,1040,Etterbeek,+32 2 733 51 66,roxy.proxysaintmichel@gmaill.com,Actif,no-message,B,28,9,2829.86,235.82,2025-08-06,2026-05-22,6,22/05/2026 (6j),2026-05-22,last_so,2026-06-19,0
113217,Affilié 045190 - Proxy Delhaize Maransart,Affilié 045190 - Proxy Delhaize Maransart,Delhaize Le Lion S.A,Affilié 045190 - Proxy Delhaize Maransart,"Route de l'Etat, 217",1380,Lasne,+32 2 633 13 25,Christelle.proxylasne@gmail.com,Actif,no-message,B,28,7,2719.1,226.59,2025-10-03,2026-05-22,6,22/05/2026 (6j),2026-05-22,last_so,2026-06-19,0
2821,Belgradis - Intermarché Belgrade,Belgradis - Intermarché Belgrade,,Belgradis - Intermarché Belgrade,"Allée des Ormes, 15",5001,BELGRADE,081260187,pdv09884@mousquetaires.com,Actif,warning,B,28,6,2700.98,225.08,2025-06-26,2026-05-13,15,13/05/2026 (15j),2026-05-13,last_so,2026-06-10,0
121874,INTERMADIS SA - Intermarché Hannut,INTERMADIS SA - Intermarché Hannut,,INTERMADIS SA - Intermarché Hannut,Rue de Hesbaye 1,4280,Hannut,+32 19 51 20 06,pdv95004@mousquetaires.com,Actif,no-message,B,28,4,2592.74,216.06,2026-03-06,2026-05-21,7,21/05/2026 (7j),2026-05-21,last_so,2026-06-18,0
59514,Affilié 049480 - Delhaize Welkenraedt,Affilié 049480 - Delhaize Welkenraedt,Delhaize Le Lion S.A,Affilié 049480 - Delhaize Welkenraedt,"Rue Gérard Delvoye, 3 A",4840,Welkenraedt,+32 87 88 04 29,magasin@adwelkenraedt.be,Actif,no-message,B,28,9,2583.57,215.3,2025-09-08,2026-05-21,7,21/05/2026 (7j),2026-05-21,last_so,2026-06-18,0
3000,JAMBIS SA - Intermarché Jambes,JAMBIS SA - Intermarché Jambes,,JAMBIS SA - Intermarché Jambes,"rue de la Poudrière, 14",5100,JAMBES,081306878,pdv09845@mousquetaires.com,Actif,no-message,B,28,8,2536.4,211.37,2025-06-26,2026-05-13,15,13/05/2026 (15j),2026-05-13,last_so,2026-06-10,0
2773,2u S.A. - Carrefour Market Ciney,2u S.A. - Carrefour Market Ciney,,2u S.A. - Carrefour Market Ciney,Rue du commerce 44,Ciney,5590,083 21 21 63,Contact@marketciney.be,Actif,no-message,B,28,9,2437.72,203.14,2025-06-02,2026-05-19,9,19/05/2026 (9j),2026-05-19,last_so,2026-06-16,0
119815,BARCHONEW SRL - Delhaize Barchon,BARCHONEW SRL - Delhaize Barchon,,BARCHONEW SRL - Delhaize Barchon,"Rue Champs de Tignée, 32",4671,Barchon,+32 4 362 27 33,adbarchon@proximus.be,Actif,no-message,B,28,6,2412.1,201.01,2026-01-14,2026-05-26,2,26/05/2026 (2j),2026-05-26,last_so,2026-06-23,0
2913,Affilié 043561 - AD Gembloux,Affilié 043561 - AD Gembloux,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée de Wavre 42A,5030,Gembloux,081 61 38 44,delhaize.gembloux@gmail.com,Actif,no-message,B,28,8,2213.12,184.43,2025-07-28,2026-04-30,28,30/04/2026 (28j),2026-05-04,picking,2026-06-01,0
5442,Affilié 042955 - Delhaize Etalle,Affilié 042955 - Delhaize Etalle,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue Belle-Vue 56,,Etalle,+32 63 60 82 50,laura.lobet@ad-etalle.be,Actif,no-message,B,28,6,2167.52,180.63,2025-06-11,2026-05-13,15,13/05/2026 (15j),2026-05-13,picking,2026-06-10,0
113498,Affilié 044471 - Delhaize Materne,Affilié 044471 - Delhaize Materne,Delhaize Le Lion S.A,Affilié 044471 - Delhaize Materne,Av. du Bourgmestre Jean Materne 109,5100,Namur,+32 81 30 16 88,info@gecodis.be,Actif,no-message,B,28,5,2116.89,176.41,2025-10-10,2026-05-13,15,13/05/2026 (15j),2026-05-13,last_so,2026-06-10,0
122091,Affilié 046780 - Delhaize Recogne,Affilié 046780 - Delhaize Recogne,Delhaize Le Lion S.A,Affilié 046780 - Delhaize Recogne,"Rue du Flosse, 6",6800,Libramont-Chevigny,+32 61 23 25 48,Nicole.Levieux@lionsretail.be,Actif,no-message,B,28,4,2103.41,175.28,2026-03-13,2026-05-27,1,27/05/2026 (1j),2026-05-27,last_so,2026-06-24,0
120499,Affilié 044305 - Delhaize Heusy,Affilié 044305 - Delhaize Heusy,Delhaize Le Lion S.A,Affilié 044305 - Delhaize Heusy,"Avenue de Spa, 66",4802,Heusy,+32 87 22 14 75,nicolas.crotteux@affiliatesdelhaize.be,Actif,no-message,B,28,3,1939.62,161.63,2026-01-30,2026-05-20,8,20/05/2026 (8j),2026-05-20,last_so,2026-06-17,0
5825,,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,CARREFOUR MARKET SHOPPING WOLUWE 1875  - Wdistri.SA,Rue Saint-Lambert 202,,Woluwe-saint-Lambert,022 61 13 60,wdistri1875@gmail.com,Actif,no-message,B,28,6,1907.21,158.93,2025-06-25,2026-04-30,28,30/04/2026 (28j),2026-04-30,last_so,2026-05-28,0
121194,DFH Market - Intermarché Liège Cointe,DFH Market - Intermarché Liège Cointe,,DFH Market - Intermarché Liège Cointe,Bd Gustave Kleyer 3,4000,Liège,+32 4 250 34 82,pdv09880@mousquetaires.com,Actif,no-message,B,28,4,1835.87,152.99,2026-02-16,2026-05-21,7,21/05/2026 (7j),2026-05-21,last_so,2026-06-18,0
7649,"Delhaize Le Lion S.A, Affilié 048900 - Ad Spa","Delhaize Le Lion S.A, Affilié 048900 - Ad Spa",,"Delhaize Le Lion S.A, Affilié 048900 - Ad Spa","AVENUE REINE ASTRID, 244",4900,spa,+32 87 79 52 10,info@addelhaizespa.be,Actif,no-message,B,28,8,1806.91,150.58,2025-07-04,2026-05-20,8,20/05/2026 (8j),2026-05-20,last_so,2026-06-17,0
113445,D-trois SRL - Proxy Delhaize Saint-Séverin,D-trois SRL - Proxy Delhaize Saint-Séverin,,D-trois SRL - Proxy Delhaize Saint-Séverin,"Route du Condroz, 243",4550,Nandrin,+32 4 372 09 85,amdessart@proxynandrin.be,Actif,no-message,B,28,7,1770.83,147.57,2025-10-09,2026-05-11,17,11/05/2026 (17j),2026-05-11,picking,2026-06-08,0
59558,Rosy Dis sprl - Carrefour Market La Chasse,Rosy Dis sprl - Carrefour Market La Chasse,,Rosy Dis sprl - Carrefour Market La Chasse,"Rue des champs, 39",1040,Bruxelles,+32 2 647 44 73,carrefourmarketlachasse@gmail.com,Actif,no-message,B,28,3,1386.72,115.56,2025-09-10,2026-05-22,6,22/05/2026 (6j),2026-05-22,last_so,2026-06-19,0
2864,Carrefour Market Bastogne - Pascalino,Carrefour Market Bastogne - Pascalino,,Carrefour Market Bastogne - Pascalino,route de Marche 149,Bastogne,6600,+32 61 21 23 42,carrefour091crepin@gmail.com,Actif,no-message,B,28,4,1344.86,112.07,2025-06-11,2026-05-27,1,27/05/2026 (1j),2026-05-27,last_so,2026-06-24,0
123303,Affilié 41092 - Delhaize Bertrix,Affilié 41092 - Delhaize Bertrix,Delhaize Le Lion S.A,Affilié 41092 - Delhaize Bertrix,Route des Gohineaux 2,6880,Bertrix,+32 61 41 27 36,manager@delhaizebertrix.be,Actif,no-message,B,28,2,1300.97,108.41,2026-04-29,2026-05-27,1,27/05/2026 (1j),2026-05-27,last_so,2026-06-24,0
121818,Carrefour Hyper de Ans,Carrefour Hyper de Ans,Carrefour Belgium - Corporate Village,Carrefour Belgium - Corporate Village,"Rue Jean Jaures, 33",4430,Ans,+32 4 239 87 11,Nathalie_denee@carrefour.com,Actif,no-message,B,28,2,919.34,76.61,2026-03-12,2026-05-22,6,22/05/2026 (6j),2026-05-22,picking,2026-06-19,0
123997,AD Delhaize Roodebeek,AD Delhaize Roodebeek,,AD Delhaize Roodebeek,"Chaussée De Roodebeek, 199",1200,Bruxelles,+32 2 779 56 03,info@delhaizeroodebeek.be,Actif,no-message,B,28,1,592.39,49.37,2026-05-27,2026-05-27,1,27/05/2026 (1j),2026-05-27,last_so,2026-06-24,0
123466,Digretail - Intermarché Braine-le-Comte Digues,Digretail - Intermarché Braine-le-Comte Digues,,Digretail - Intermarché Braine-le-Comte Digues,Rue des Digues 60,7090,Braine-le-Comte,+32 67 56 01 88,PDV09832@MOUSQUETAIRES.COM,Actif,warning,B,28,1,530.93,44.24,2026-05-05,2026-05-05,23,05/05/2026 (23j),2026-05-05,picking,2026-06-02,0
123346,Gemblouxim - Intermarché Gembloux,Gemblouxim - Intermarché Gembloux,,Gemblouxim - Intermarché Gembloux,Campagne d'Enée 1,5030,Gembloux,+32 81 61 01 43,PDV09844@MOUSQUETAIRES.COM,Actif,no-message,B,28,1,530.93,44.24,2026-04-30,2026-04-30,28,30/04/2026 (28j),2026-05-04,picking,2026-06-01,0
123069,Carrefour Market Bievre,Carrefour Market Bievre,Carrefour Belgium - Corporate Village,Carrefour Market Bievre,Rue de Bouillon 106,5555,Bièvre,,sylvieh830@gmail.com,Actif,no-message,B,28,3,454.98,37.91,2026-04-23,2026-05-13,15,13/05/2026 (15j),2026-05-13,last_so,2026-06-10,0
123345,BLONFOOD SA - Intermarché Liège Blonden,BLONFOOD SA - Intermarché Liège Blonden,,BLONFOOD SA - Intermarché Liège Blonden,Avenue Blonden 26,4000,Liège,+32 4 229 34 98,PDV09874@MOUSQUETAIRES.COM,Actif,no-message,B,28,1,442.48,36.87,2026-04-30,2026-04-30,28,30/04/2026 (28j),2026-05-04,picking,2026-06-01,0
123966,Intermarché Mons,Intermarché Mons,,Intermarché Mons,Chemin de la Procession 399,7000,Mons,+32 65 39 48 11,pdv95019@mousquetaires.com,Actif,no-message,B,28,1,305.09,25.42,2026-05-26,2026-05-26,2,26/05/2026 (2j),2026-05-26,last_so,2026-06-23,0
123964,Intermarché Rumes - Hainaut,Intermarché Rumes - Hainaut,,Intermarché Rumes - Hainaut,Chaussée de Douai 1bis,7610,Rumes,+32 69 34 31 88,pdv04733@mousquetaires.com,Actif,no-message,B,28,1,305.09,25.42,2026-05-26,2026-05-26,2,26/05/2026 (2j),2026-05-26,last_so,2026-06-23,0
123844,Louis Delhaize - Haversin,Louis Delhaize - Haversin,,Louis Delhaize - Haversin,Rue de Barvaux 141,5590,Haversin,+32 83 69 95 01,cyanar@live.be,Actif,no-message,B,28,1,305.09,25.42,2026-05-20,2026-05-20,8,20/05/2026 (8j),2026-05-20,picking,2026-06-17,0
123842,Spar Barvaux,Spar Barvaux,,Spar Barvaux,Route de Marche 41,6940,Durbuy,+32 86 21 27 21,spar.barvaux@gmail.com,Actif,no-message,B,28,1,305.09,25.42,2026-05-20,2026-05-20,8,20/05/2026 (8j),2026-05-20,picking,2026-06-17,0
5752,,Intermarché Forest - FREYARVOR,Intermarché Forest - FREYARVOR,Intermarché Forest - FREYARVOR,Chaussée D'alsemberg 303 309,,Forest,023464614,PDV09842@mousquetaires.com,Actif,no-message,C,42,3,963.72,80.31,2025-07-16,2026-04-17,41,17/04/2026 (41j),2026-04-17,last_so,2026-05-29,0
5830,,Proxy Delhaize Bosvoorde - SPRL BROOMCORNER,Proxy Delhaize Bosvoorde - SPRL BROOMCORNER,Proxy Delhaize Bosvoorde - SPRL BROOMCORNER,Chaussée de la Hulpe 255,1170,Watermael-Boitsfort,02 672 33 99,Youbech.mesli@gmail.com,Actif,no-message,C,42,3,933.82,77.82,2026-02-11,2026-05-12,16,12/05/2026 (16j),2026-05-12,last_so,2026-06-23,0
6598,Carrefour Market Boondael,Carrefour Market Boondael,Carrefour Belgium - Corporate Village,Carrefour Belgium - Corporate Village,Chaussée de Boondael 444,1050,Ixelles,+32 2 627 05 11,NICOLAS_DEHON@CARREFOUR.COM,Actif,no-message,C,42,3,828.2,69.02,2025-08-05,2026-05-12,16,12/05/2026 (16j),2026-05-12,picking,2026-06-23,0
120035,Good 4 Food SRL - Proxy Delhaize Linthout,Good 4 Food SRL - Proxy Delhaize Linthout,,Good 4 Food SRL - Proxy Delhaize Linthout,Av Georges Henri 481,1200,Woluwe St Lambert,+32 2 735 06 90,proxylinthout@gmail.com,Actif,no-message,C,42,3,805.71,67.14,2026-01-19,2026-05-22,6,22/05/2026 (6j),2026-05-22,last_so,2026-07-03,0
121196,Carrefour market Angleur (Belle-Ile),Carrefour market Angleur (Belle-Ile),Carrefour Belgium - Corporate Village,Carrefour Belgium - Corporate Village,"Quai des Vennes, 1",4020,Liège,+32 4 344 82 11,nicolas_beroudiaux@carrefour.com,Actif,no-message,C,42,2,792.52,66.04,2026-02-16,2026-05-27,1,27/05/2026 (1j),2026-05-28,picking,2026-07-09,0
115578,Affilié 040299 - Delhaize Andenne,Affilié 040299 - Delhaize Andenne,Delhaize Le Lion S.A,Affilié 040299 - Delhaize Andenne,Av. Roi Albert 135A,5300,Andenne,+32 85 41 19 81,romain975@hotmail.com,Actif,no-message,C,42,3,789.27,65.77,2025-11-19,2026-05-19,9,19/05/2026 (9j),2026-05-19,last_so,2026-06-30,0
121054,Sadel Trade - AD Delhaize Jodoigne,Sadel Trade - AD Delhaize Jodoigne,,Sadel Trade - AD Delhaize Jodoigne,Chaussée de Wavre 90 c,1370,Jodoigne,+32 10 84 03 19,david.adjodoigne@gmail.com,Actif,no-message,C,42,2,729.02,60.75,2026-02-18,2026-05-11,17,11/05/2026 (17j),2026-05-15,picking,2026-06-26,0
120933,VGS Company - Carrefour Express Rhode-Saint-Genèse,VGS Company - Carrefour Express Rhode-Saint-Genèse,,VGS Company - Carrefour Express Rhode-Saint-Genèse,Chaussée de Waterloo 230,1640,Rhode-Saint-Genèse,+32 2 466 68 41,carrefour.express.rsg@gmail.com,Actif,no-message,X,90,2,217.92,18.16,2026-02-09,2026-04-16,42,16/04/2026 (42j),2026-04-16,last_so,2026-07-15,0
3116,Magbraine.SA - Intermarché Braine L’alleud,Magbraine.SA - Intermarché Braine L’alleud,,Magbraine.SA - Intermarché Braine L’alleud,"Place Saint-Sébastien 15,",1420,Braine-l'Alleud,023 84 09 28,pdv09848@mousquetaires.com,Arret,block,C,42,1,878.28,73.19,2025-07-09,2025-07-09,323,09/07/2025 (323j),2025-07-09,last_so,2025-08-20,281
7883,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,Place des 3 Fers 23,6880,BERTRIX,+32 61 41 10 84,l.sprumont@marketbertrix.be,Arret,block,X,90,1,269.46,22.45,2025-09-11,2025-09-11,259,11/09/2025 (259j),2025-09-11,last_so,2025-12-10,169
5539,Affilié 042405 - Delhaize Defré,Affilié 042405 - Delhaize Defré,Delhaize Le Lion S.A,Affilié 042405 - Delhaize Defré,"Avenue De Fré, 94",,Uccle,023 74 41 75,defre42405@gmail.com,Arret,block,C,42,3,729.71,60.81,2025-06-25,2025-10-30,210,30/10/2025 (210j),2025-10-30,last_so,2025-12-11,168
2923,Disesm Sa - Intermarché Bois De Villers,Disesm Sa - Intermarché Bois De Villers,,Disesm Sa - Intermarché Bois De Villers,rue Binamé  Bajart 1,5170,BOIS-DE-VILLERS,081435153,pdv02841@mousquetaires.com,Arret,block,B,28,4,1343.89,111.99,2025-06-02,2025-12-01,178,01/12/2025 (178j),2025-12-01,last_so,2025-12-29,150
2925,Distrifresh SRL - Intermarché Andenne,Distrifresh SRL - Intermarché Andenne,,Distrifresh SRL - Intermarché Andenne,"Avenue de Belle Mine, 7",5300,Andenne,085/849125,bureau.andenne@mestdagh.be,Arret,block,B,28,7,2347.12,195.59,2025-06-17,2025-12-15,164,15/12/2025 (164j),2025-12-15,last_so,2026-01-12,136
116724,VDK FOOD RETAIL - Intermarché Uccle,VDK FOOD RETAIL - Intermarché Uccle,,VDK FOOD RETAIL - Intermarché Uccle,Rue Vanderkindere 121,1180,Uccle,+32 2 219 23 16,PDV09872@mousquetaires.com,Arret,block,C,42,2,688.92,57.41,2025-12-03,2025-12-03,176,03/12/2025 (176j),2025-12-04,picking,2026-01-15,133
2776,AL DISTRIBUTION - Intermarché Monnaie,AL DISTRIBUTION - Intermarché Monnaie,,,Rue de l'Evêque 30,1000,Bruxelles,028999265,PDV09926@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
2845,CAP GOZEE - Intermarché Gozée,CAP GOZEE - Intermarché Gozée,,,"Rue de Marchienne, 204",6534,GOZEE,071519979,pdv09849@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
2850,COUDIS SA - Intermarché Couillet,COUDIS SA - Intermarché Couillet,,,"Route de Philippeville, 319",6010,COUILLET,071471126,pdv09867@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
7006,Carrefour Market Genval,Carrefour Market Genval,,,Rue de la Bruyère 215,1332,Rixensart,,kevin.besnard@yahoo.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
2910,DelHaccourt SRL - Delhaize Haccourt,DelHaccourt SRL - Delhaize Haccourt,,,Avenue Reine Fabiola 27,4684,Haccourt,043795572,Flamur.Vitija@affiliatesdelhaize.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
5427,Affilié 040270 - Delhaize Alsemberg,Affilié 040270 - Delhaize Alsemberg,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Steenweg Op Eigenbrakel 34,,Alsemberg,0496 04 14 29,023 81 31 38,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
5645,Affilié 041395 - Delhaize Braine l'Alleud,Affilié 041395 - Delhaize Braine l'Alleud,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de la Graignette 5,,Braine-l'Alleud,023 87 43 75,jenverast@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
5446,Affilié 043185 - AD Fort Jaco,Affilié 043185 - AD Fort Jaco,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée de Waterloo 1363,,Uccle,02/372.11.01,admin@delhaize-fortjaco.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
5686,Affilié 043870 - Delhaize Hankar,Affilié 043870 - Delhaize Hankar,Delhaize Le Lion S.A,Delhaize Le Lion S.A,"Clos Lucien Outers, 1",,Auderghem,02/734 13 04,lionhankar@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
5772,Affilié 044765 - Delhaize Léopold III,Affilié 044765 - Delhaize Léopold III,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Genève 2,,Evere,027 05 46 35,Rodolphe@delhaize-leopold3.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
5543,Affilié 045630 - Delhaize Mozart,Affilié 045630 - Delhaize Mozart,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée d'Alsemberg 505,,Bruxelles,023 45 75 53,Delhaizemozart@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0
