pid,store_name,display_name,parent_name,billing_partner,street,zip,city,phone,email,statut,sale_warn,tier,cycle_days,so_count_12m,total_untaxed_12m,avg_mois,first_so_date,last_so_date,last_so_days_ago,last_so_label,last_visit,last_visit_source,next_visit,retard_j,controle_stock,methode_reassort,regle_magasin
2773,2u S.A. - Carrefour Market Ciney,2u S.A. - Carrefour Market Ciney,,2u S.A. - Carrefour Market Ciney,Rue du commerce 44,Ciney,5590,083 21 21 63,Contact@marketciney.be,Actif,no-message,B,28,8,2487.92,207.33,2025-10-02,2026-09-22,2,22/09/2026 (2j),2026-09-22,picking,2026-10-20,0,,,
119818,Affilié 043151 - Proxy Delhaize Ferrières,Affilié 043151 - Proxy Delhaize Ferrières,Delhaize Le Lion S.A,Affilié 043151 - Proxy Delhaize Ferrières,"Rue du Pré du Fa, 6A",4190,Ferrières,+32 86 40 02 27,bernard@counassegroup.be,Actif,no-message,B,28,7,2481.59,206.8,2026-01-14,2026-09-03,21,03/09/2026 (21j),2026-09-03,picking,2026-10-01,0,,,
3210,SA Faimine - Intermarché Faimes,SA Faimine - Intermarché Faimes,,SA Faimine - Intermarché Faimes,Rue De Huy 27,4317,Faimes,019678378,PDV06089@mousquetaires.com,Actif,no-message,B,28,6,2414.76,201.23,2025-10-08,2026-07-09,77,09/07/2026 (77j),2026-09-15,comment_tag,2026-10-13,0,,,
3223,SRL AD LLN - Delhaize de Louvain La Neuve,SRL AD LLN - Delhaize de Louvain La Neuve,,SRL AD LLN - Delhaize de Louvain La Neuve,Place de l'accueil 10,1348,Louvain La Neuve,010 45 86 57,Achef45040@delhaize.be,Actif,no-message,B,28,6,2340.01,195.0,2025-11-07,2026-08-10,45,10/08/2026 (45j),2026-09-14,comment_tag,2026-10-12,0,,,
125096,Hypermarché Carrefour Herstal - 5400102606615,Hypermarché Carrefour Herstal - 5400102606615,Carrefour Belgium,Hypermarché Carrefour Herstal - 5400102606615,"Rue Basse Campagne, 1",4040,Herstal,+32 4 240 56 11,,Actif,no-message,B,28,2,2206.99,183.92,2026-07-08,2026-07-10,76,10/07/2026 (76j),2026-09-11,comment_tag,2026-10-09,0,,,
119817,Affilié 040990 - Delhaize Barvaux,Affilié 040990 - Delhaize Barvaux,Delhaize Le Lion S.A,Affilié 040990 - Delhaize Barvaux,"Rue Petit-Barvaux, 6",6940,Barvaux-sur-Ourthe,+32 86 36 60 08,bernard@counassegroup.be,Actif,no-message,B,28,6,2162.21,180.18,2026-01-14,2026-09-22,2,22/09/2026 (2j),2026-09-22,picking,2026-10-20,0,,,
115220,SA Nalim - Intermarché Wavre,SA Nalim - Intermarché Wavre,,SA Nalim - Intermarché Wavre,Avenue des Princes 9,1300,Wavre,+32 10 24 11 48,vincent.servais-adh@mousquetaires.com,Actif,no-message,B,28,6,2157.81,179.82,2025-12-02,2026-08-10,45,10/08/2026 (45j),2026-09-14,comment_tag,2026-10-12,0,,,
123346,Gemblouxim - Intermarché Gembloux,Gemblouxim - Intermarché Gembloux,,Gemblouxim - Intermarché Gembloux,Campagne d'Enée 1,5030,Gemblouxhttps://tea-tree.odoo.com/odoo,+32 81 61 01 43,PDV09844@MOUSQUETAIRES.COM,Actif,no-message,B,28,4,1929.55,160.8,2026-04-30,2026-09-17,7,17/09/2026 (7j),2026-09-18,picking,2026-10-16,0,,,
8689,Hypermarché carrefour Bierges (wavre ),Hypermarché carrefour Bierges (wavre ),Carrefour Belgium,Hypermarché carrefour Bierges (wavre ),"Boulevard de l'Europe, 3",1301,Bierges,+32 10 23 18 50,alizee_urbain@carrefour.com,Actif,no-message,B,28,4,1886.73,157.23,2025-10-28,2026-07-07,79,07/07/2026 (79j),2026-09-08,comment_tag,2026-10-06,0,,,
3000,JAMBIS SA - Intermarché Jambes,JAMBIS SA - Intermarché Jambes,,,"rue de la Poudrière, 14",5100,JAMBES,081306878,pdv09845@mousquetaires.com,Actif,no-message,B,28,6,1803.7,150.31,2025-11-04,2026-07-23,63,23/07/2026 (63j),2026-09-03,comment_tag,2026-10-01,0,,,
7679,,Etablissements Schnongs - AD Ciney,Etablissements Schnongs - AD Ciney,Etablissements Schnongs - AD Ciney,Chemin de Crahiat 18 A,5590,Ciney,,,Actif,no-message,B,28,6,1771.98,147.66,2025-10-02,2026-04-13,164,13/04/2026 (164j),2026-09-07,comment_tag,2026-10-05,0,,,
121054,Sadel Trade - AD Delhaize Jodoigne,Sadel Trade - AD Delhaize Jodoigne,,Sadel Trade - AD Delhaize Jodoigne,Chaussée de Wavre 90 c,1370,Jodoigne,+32 10 84 03 19,david.adjodoigne@gmail.com,Actif,no-message,B,28,4,1640.37,136.7,2026-02-18,2026-08-17,38,17/08/2026 (38j),2026-09-14,comment_tag,2026-10-12,0,,,
113613,Hyper Carrefour Mons Grands Prés - 5400102606004,Hyper Carrefour Mons Grands Prés - 5400102606004,Carrefour Belgium,Hyper Carrefour Mons Grands Prés - 5400102606004,"Place des grands pres, 1",7000,Mons,+32 65 32 36 11,christophe_solheid@carrefour.com,Actif,no-message,B,28,5,1570.48,130.87,2025-10-13,2026-07-23,63,23/07/2026 (63j),2026-09-17,comment_tag,2026-10-15,0,,,
123302,Spar Erezée,Spar Erezée,Spar Erezée,Spar Erezée,Rue des Chasseurs Ardennais 6 Boite a,6997,Erezée,+32 86 47 72 82,legribouillon@hotmail.com,Actif,no-message,B,28,3,1566.86,130.57,2026-05-04,2026-07-03,83,03/07/2026 (83j),2026-09-07,comment_tag,2026-10-05,0,,,pas les lundis ni les mardis — responsable absent
5729,Affilié 044010 - Delhaize DEBROUX,Affilié 044010 - Delhaize DEBROUX,Delhaize Le Lion S.A,Affilié 044010 - Delhaize DEBROUX,"Avenue Hermann Debroux, 26",,Auderghem,026 72 87 25,Naberkan@delhaize.be,Actif,no-message,B,28,4,1560.8,130.07,2025-11-06,2026-07-17,69,17/07/2026 (69j),2026-09-08,comment_tag,2026-10-06,0,pas de réserve — tout en rayon,,contrôle marchandise obligatoire — pas d'appareil de commande sur place
117407,Affilié 045730 - Delhaize Neufchateau,Affilié 045730 - Delhaize Neufchateau,Delhaize Le Lion S.A,Affilié 045730 - Delhaize Neufchateau,Chaussée de Recogne 88,6840,Neufchâteau,+32 61 27 83 88,Ad.neufchateau@schnongs.be,Actif,no-message,B,28,6,1409.52,117.46,2025-12-11,2026-08-31,24,31/08/2026 (24j),2026-08-31,picking,2026-09-28,0,pas de réserve magasin — rien à contrôler avant remplissage,manuel — pas d'appareil pour rentrer la marchandise,pas de contrôle marchandise à l'entrée
124638,Delhaize Visé,Delhaize Visé,,Delhaize Visé,Route de Dalhem 15,4600,Visé,+32 4 379 85 41,secretariat@ad-delhaizevise.be,Actif,no-message,B,28,4,1372.92,114.41,2026-06-22,2026-09-18,6,18/09/2026 (6j),2026-09-18,picking,2026-10-16,0,,,
6821,Carrefour Market Waterloo,Carrefour Market Waterloo,Carrefour Belgium,Carrefour Market Waterloo,Drève de Richelle 10,1410,Waterloo,+32 2 352 02 11,eric_darte@carrefour.com,Actif,no-message,B,28,6,1363.43,113.62,2025-10-10,2026-07-24,62,24/07/2026 (62j),2026-09-08,comment_tag,2026-10-06,0,,,
123297,Spar Gembloux,Spar Gembloux,Spar Gembloux,Spar Gembloux,Chaussée de Namur 52,5030,Gembloux,+32 81 61 63 14,spar.gembloux.rpcg@gmail.com,Actif,no-message,B,30,4,1341.18,111.77,2026-04-29,2026-08-14,41,14/08/2026 (41j),2026-09-17,comment_tag,2026-10-17,0,,,passage merchandiser tous les mois — demande du magasin (Nicolas 14/08/2026)
123997,AD Delhaize Roodebeek,AD Delhaize Roodebeek,,AD Delhaize Roodebeek,"Chaussée De Roodebeek, 199",1200,Bruxelles,+32 2 779 56 03,info@delhaizeroodebeek.be,Actif,no-message,B,28,3,1292.27,107.69,2026-05-27,2026-07-09,77,09/07/2026 (77j),2026-09-08,comment_tag,2026-10-06,0,,,
124572,Spar Clavier,Spar Clavier,,Spar Clavier,Rue de la gendarmerie 70,4560,Clavier,+32 85 21 12 77,spar.clavier@icloud.com,Actif,no-message,B,28,5,1239.78,103.31,2026-06-19,2026-09-03,21,03/09/2026 (21j),2026-09-07,picking,2026-10-05,0,,,
121818,Carrefour Hyper de Ans - 5400102606394,Carrefour Hyper de Ans - 5400102606394,Carrefour Belgium,Carrefour Hyper de Ans - 5400102606394,"Rue Jean Jaures, 33",4430,Ans,+32 4 239 87 11,Nathalie_denee@carrefour.com,Actif,no-message,B,28,4,1224.47,102.04,2026-03-12,2026-08-28,27,28/08/2026 (27j),2026-09-23,comment_tag,2026-10-21,0,,,
126498,Carrefour Market Lierneux,Carrefour Market Lierneux,,Carrefour Market Lierneux,Rue du Centre 49,4990,Lierneux,+32 80 31 96 84,gilles_cahay@franchisecrf.com,Actif,no-message,B,28,2,697.39,58.12,2026-08-28,2026-09-17,7,17/09/2026 (7j),2026-09-18,picking,2026-10-16,0,,,
126113,Affilié 42900 - Delhaize Esneux,Affilié 42900 - Delhaize Esneux,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Avenue de la station 74,4130,Esneux,+32 4 380 40 41,secretariat@delhaizeesneux.be,Actif,no-message,B,28,1,330.87,27.57,2026-08-12,2026-08-12,43,12/08/2026 (43j),2026-09-23,comment_tag,2026-10-21,0,,,
2864,Carrefour Market Bastogne - Pascalino,Carrefour Market Bastogne - Pascalino,,Carrefour Market Bastogne - Pascalino,route de Marche 149,Bastogne,6600,+32 61 21 23 42,carrefour091crepin@gmail.com,Actif,no-message,C,42,4,1174.83,97.9,2026-02-02,2026-08-31,24,31/08/2026 (24j),2026-08-31,picking,2026-10-12,0,,,
115578,Affilié 040299 - Delhaize Andenne,Affilié 040299 - Delhaize Andenne,Delhaize Le Lion S.A,Affilié 040299 - Delhaize Andenne,Av. Roi Albert 135A,5300,Andenne,+32 85 41 19 81,romain975@hotmail.com,Actif,no-message,C,42,4,1115.52,92.96,2025-11-19,2026-07-06,80,06/07/2026 (80j),2026-08-14,comment_tag,2026-09-25,0,,,
121196,Carrefour market Angleur (Belle-Ile) - 5400102102544,Carrefour market Angleur (Belle-Ile) - 5400102102544,Carrefour Belgium,Carrefour market Angleur (Belle-Ile) - 5400102102544,"Quai des Vennes, 1",4020,Liège,+32 4 344 82 11,nicolas_beroudiaux@carrefour.com,Actif,no-message,C,42,3,1108.5,92.38,2026-02-16,2026-08-05,50,05/08/2026 (50j),2026-09-15,comment_tag,2026-10-27,0,,,
114763,Lillodis SRL - Proxy Delhaize Lillois,Lillodis SRL - Proxy Delhaize Lillois,,Lillodis SRL - Proxy Delhaize Lillois,Grand’Route 350,1428,Lillois,+32 2 384 48 83,proxylillois@gmail.com,Actif,no-message,C,42,6,1076.05,89.67,2025-11-06,2026-09-10,14,10/09/2026 (14j),2026-09-10,picking,2026-10-22,0,,,
5752,,Intermarché Forest - FREYARVOR,Intermarché Forest - FREYARVOR,Intermarché Forest - FREYARVOR,Chaussée D'alsemberg 303 309,,Forest,023464614,PDV09842@mousquetaires.com,Actif,no-message,C,42,4,962.09,80.17,2025-12-10,2026-08-26,29,26/08/2026 (29j),2026-08-26,picking,2026-10-07,0,,,
5830,,Proxy Delhaize Bosvoorde - SPRL BROOMCORNER,Proxy Delhaize Bosvoorde - SPRL BROOMCORNER,Proxy Delhaize Bosvoorde - SPRL BROOMCORNER,Chaussée de la Hulpe 255,1170,Watermael-Boitsfort,02 672 33 99,Youbech.mesli@gmail.com,Actif,no-message,C,42,3,933.82,77.82,2026-02-11,2026-05-12,135,12/05/2026 (135j),2026-08-26,comment_tag,2026-10-07,0,,,
123842,Spar Barvaux,Spar Barvaux,,Spar Barvaux,Route de Marche 41,6940,Durbuy,+32 86 21 27 21,spar.barvaux@gmail.com,Actif,no-message,C,42,4,873.95,72.83,2026-05-20,2026-08-14,41,14/08/2026 (41j),2026-08-17,picking,2026-09-28,0,,,
124642,Affilié 043102 - Delhaize Flémalle,Affilié 043102 - Delhaize Flémalle,Delhaize Le Lion S.A,Affilié 043102 - Delhaize Flémalle,Grand Route 299,4400,Flémalle,+32 4 233 88 37,ad.flemalle@hotmail.com,Actif,no-message,C,42,2,794.45,66.2,2026-06-22,2026-09-17,7,17/09/2026 (7j),2026-09-18,picking,2026-10-30,0,,,
7760,Hyper Carrefour Fleron - 5400102606202,Hyper Carrefour Fleron - 5400102606202,Carrefour Belgium,Hyper Carrefour Fleron - 5400102606202,Rue de la Clef 30,4620,Fleron,+32 4 355 86 11,sebastien_mancuso_1@carrefour.com,Actif,no-message,C,30,1,720.46,60.04,2026-04-22,2026-04-22,155,22/04/2026 (155j),2026-09-23,comment_tag,2026-10-23,0,,,passage tous les 30j min — pas de passage avant 30j (Nicolas 24/06/2026)
3120,Mardis - Carrefour Market Marche,Mardis - Carrefour Market Marche,,Mardis - Carrefour Market Marche,Avenue du Monument 1,6900,Marche-en-Famenne,084 31 30 76,carrefour.market.marche@gmail.com,Actif,no-message,C,42,2,711.89,59.32,2025-10-17,2026-04-01,176,01/04/2026 (176j),2026-09-01,comment_tag,2026-10-13,0,,,
5439,Affilié 045015 - Delhaize Longdoz Médiacité,Affilié 045015 - Delhaize Longdoz Médiacité,Delhaize Le Lion S.A,Affilié 045015 - Delhaize Longdoz Médiacité,Rue de Grétry 60,,Liège,043 42 49 02,achef45015@delhaize.be,Actif,no-message,C,42,1,664.36,55.36,2026-06-18,2026-06-18,98,18/06/2026 (98j),2026-09-11,comment_tag,2026-10-23,0,Pas de réserve magasin — rien à contrôler avant remplissage,Manuel — pas d'appareil pour rentrer la marchandise,Pas de contrôle marchandise à l'entrée
7070,Delhaize Ciney - Rochefort - Neuchateau - Bastogne,Delhaize Ciney - Rochefort - Neuchateau - Bastogne,,Delhaize Ciney - Rochefort - Neuchateau - Bastogne,,,,,super@schnongs.be,Actif,no-message,C,42,1,609.56,50.8,2026-06-05,2026-06-05,111,05/06/2026 (111j),2026-09-01,comment_tag,2026-10-13,0,,,
113634,Carrefour Market Eupen centre Rotenberg,Carrefour Market Eupen centre Rotenberg,Carrefour Belgium,Carrefour Belgium,Rotenberg 12,4700,Eupen,+32 87 55 59 01,carrefoureupen@skynet.be,Televente,no-message,C,42,2,768.31,64.03,2025-10-13,2025-10-13,346,13/10/2025 (346j),2025-10-14,picking,2025-11-25,303,,,
113974,Carrefour Market Eupen Herbesthalerstrasse,Carrefour Market Eupen Herbesthalerstrasse,Carrefour Belgium,Carrefour Belgium,Rue de Herbesthal 203,4700,Eupen,+32 87 21 30 30,info@hypermarketeupen.be,Televente,no-message,C,42,2,756.42,63.03,2025-10-20,2025-10-20,339,20/10/2025 (339j),2025-10-21,picking,2025-12-02,296,,,
8339,Carrefour Market Braine-l'Alleud,Carrefour Market Braine-l'Alleud,Carrefour Belgium,Carrefour Belgium,Pl. du Môle 25,1420,Braine-l'alleud,,,Televente,no-message,C,42,1,370.18,30.85,2025-11-06,2025-11-06,322,06/11/2025 (322j),2025-11-06,last_so,2025-12-18,280,,,
2923,Disesm Sa - Intermarché Bois De Villers,Disesm Sa - Intermarché Bois De Villers,,Disesm Sa - Intermarché Bois De Villers,rue Binamé  Bajart 1,5170,BOIS-DE-VILLERS,081435153,pdv02841@mousquetaires.com,Arret,block,C,42,1,661.71,55.14,2025-12-01,2025-12-01,297,01/12/2025 (297j),2025-12-01,last_so,2026-01-12,255,,,
9016,Distriwal SRL - Carrefour Market Walcourt,Distriwal SRL - Carrefour Market Walcourt,,Distriwal SRL - Carrefour Market Walcourt,"Rue de la Forge, 34",5650,WALCOURT,+32 71 61 14 73,labbe-r@hotmail.com,Televente,no-message,X,90,1,250.95,20.91,2025-10-16,2025-10-16,343,16/10/2025 (343j),2025-10-16,last_so,2026-01-14,253,,,
116724,VDK FOOD RETAIL - Intermarché Uccle,VDK FOOD RETAIL - Intermarché Uccle,,VDK FOOD RETAIL - Intermarché Uccle,Rue Vanderkindere 121,1180,Uccle,+32 2 219 23 16,PDV09872@mousquetaires.com,Arret,block,C,42,2,688.92,57.41,2025-12-03,2025-12-03,295,03/12/2025 (295j),2025-12-04,picking,2026-01-15,252,,,
2925,Distrifresh SRL - Intermarché Andenne,Distrifresh SRL - Intermarché Andenne,,Distrifresh SRL - Intermarché Andenne,"Avenue de Belle Mine, 7",5300,Andenne,085/849125,bureau.andenne@mestdagh.be,Arret,block,C,42,3,1095.02,91.25,2025-10-08,2025-12-15,283,15/12/2025 (283j),2025-12-15,last_so,2026-01-26,241,,,
5539,Affilié 042405 - Delhaize Defré,Affilié 042405 - Delhaize Defré,Delhaize Le Lion S.A,Affilié 042405 - Delhaize Defré,"Avenue De Fré, 94",,Uccle,023 74 41 75,defre42405@gmail.com,Arret,block,X,90,1,211.32,17.61,2025-10-30,2025-10-30,329,30/10/2025 (329j),2025-10-30,last_so,2026-01-28,239,,,
113997,"Carrefour Belgium - Corporate Village, Carrefour Market City 2","Carrefour Belgium - Corporate Village, Carrefour Market City 2",Carrefour Belgium,Carrefour Belgium,Rue Neuve 123,1000,Bruxelles,+32 2 226 66 11,constance_havet@carrefour.com,Televente,no-message,C,42,3,759.24,63.27,2025-10-21,2026-02-11,225,11/02/2026 (225j),2026-02-11,last_so,2026-03-25,183,,,
5899,Affilié 040290 - AD Andenne,Affilié 040290 - AD Andenne,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Avenue Roi Albert 135A,5300,Andenne,+32 85 41 19 81,proxystema@gmail.com,Televente,no-message,C,42,2,552.12,46.01,2026-01-07,2026-02-13,223,13/02/2026 (223j),2026-02-13,last_so,2026-03-27,181,,,
5916,Affilié 044470 - AD Jambes (Materne),Affilié 044470 - AD Jambes (Materne),Delhaize Le Lion S.A,Delhaize Le Lion S.A,Avenue Jean Materne 109,,Jambes,081 30 16 88,,NoMerch,no-message,C,42,2,699.38,58.28,2026-01-16,2026-03-02,206,02/03/2026 (206j),2026-03-02,last_so,2026-04-13,164,,,
2927,Distriparenthèse - Intermarché Gosselies,Distriparenthèse - Intermarché Gosselies,,Distriparenthèse - Intermarché Gosselies,"Rue Pont à Migneloux, 13",6041,Gosselies,071/35.40.10,pdv09920@mousquetaires.com,Televente,no-message,C,28,3,909.99,75.83,2025-10-14,2026-03-31,177,31/03/2026 (177j),2026-03-31,last_so,2026-04-28,149,,,
117404,Carrefour market Arlon Hydrion,Carrefour market Arlon Hydrion,Carrefour Belgium,Carrefour Belgium,Parc commerciale de l'Hydrion 1,6700,Arlon,+32 63 44 51 90,markethydrion@gmail.com,Televente,no-message,C,42,3,825.62,68.8,2025-12-11,2026-03-19,189,19/03/2026 (189j),2026-03-19,last_so,2026-04-30,147,,,
2963,GENADIS - Intermarché Genappe,GENADIS - Intermarché Genappe,,GENADIS - Intermarché Genappe,Rue Louis Lalieux 22,1470,Genappe,067 78 02 50,pdv09846@mousquetaires.com,Televente,no-message,C,42,3,1002.45,83.54,2025-10-13,2026-03-25,183,25/03/2026 (183j),2026-03-25,last_so,2026-05-06,141,,,
120762,Spirec SRL - Carrefour Express CHIREC,Spirec SRL - Carrefour Express CHIREC,,Spirec SRL - Carrefour Express CHIREC,"Boulevard du Triomphe, 201",1160,Auderghem,+32 2 280 40 49,express.chirec@gmail.com,Televente,no-message,X,90,1,353.95,29.5,2026-02-05,2026-02-05,231,05/02/2026 (231j),2026-02-09,picking,2026-05-10,137,,,
120986,Carrefour express Petits Champs,Carrefour express Petits Champs,Carrefour Belgium,Carrefour Belgium,"CHAUSSEE DE BRUXELLES, 6",1410,Waterloo,+32 2 354 35 22,cvg0973@hotmail.com,Televente,no-message,X,90,1,243.01,20.25,2026-02-11,2026-02-11,225,11/02/2026 (225j),2026-02-11,picking,2026-05-12,135,,,
120159,Affilié 043145 - Delhaize Flagey,Affilié 043145 - Delhaize Flagey,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Hennin 18,1050,Ixelles,+32 2 648 58 38,skoumans@outlook.com,Televente,no-message,C,42,2,1091.63,90.97,2026-01-22,2026-04-03,174,03/04/2026 (174j),2026-04-03,last_so,2026-05-15,132,,,
122944,Lambertdis SRL - Spar Manhay,Lambertdis SRL - Spar Manhay,,Lambertdis SRL - Spar Manhay,"Rue d'erezée,",6960,Manhay,+32 86 45 55 87,lambertfrancoise@skynet.be,Televente,no-message,C,25,2,558.67,46.56,2026-04-11,2026-04-21,156,21/04/2026 (156j),2026-04-21,picking,2026-05-16,131,,,
123067,PGHM Distribution-Proxy Delhaize Maissin,PGHM Distribution-Proxy Delhaize Maissin,,PGHM Distribution-Proxy Delhaize Maissin,"Avenue de France,  22",6852,Paliseul,+32 61 61 11 71,janssensaurelie23@gmail.com,Arret,block,C,42,1,693.48,57.79,2026-04-16,2026-04-16,161,16/04/2026 (161j),2026-04-21,picking,2026-06-02,114,,,
123035,Gmp La Louvière - Delhaize La Louvière,Gmp La Louvière - Delhaize La Louvière,,Gmp La Louvière - Delhaize La Louvière,Rue de la Franco-Belge 228,7100,La Louvière,+32 64 44 44 08,chef44686@delhaize.be,Televente,no-message,C,42,1,480.16,40.01,2026-04-20,2026-04-20,157,20/04/2026 (157j),2026-04-27,picking,2026-06-08,108,,,
123345,BLONFOOD SA - Intermarché Liège Blonden,BLONFOOD SA - Intermarché Liège Blonden,,BLONFOOD SA - Intermarché Liège Blonden,Avenue Blonden 26,4000,Liège,+32 4 229 34 98,PDV09874@MOUSQUETAIRES.COM,Televente,no-message,C,42,1,442.48,36.87,2026-04-30,2026-04-30,147,30/04/2026 (147j),2026-05-04,picking,2026-06-15,101,,,
123466,Digretail - Intermarché Braine-le-Comte Digues,Digretail - Intermarché Braine-le-Comte Digues,,Digretail - Intermarché Braine-le-Comte Digues,Rue des Digues 60,7090,Braine-le-Comte,+32 67 56 01 88,PDV09832@MOUSQUETAIRES.COM,Televente,warning,C,42,1,530.93,44.24,2026-05-05,2026-05-05,142,05/05/2026 (142j),2026-05-05,picking,2026-06-16,100,,,
3274,V2V Express Two - Carrefour Express Lasne,V2V Express Two - Carrefour Express Lasne,,V2V Express Two - Carrefour Express Lasne,Route de l'Etat 47,1380,Lasne,+32 2 378 14 44,lasnedistribution@gmail.com,Televente,no-message,X,90,1,116.24,9.69,2026-03-25,2026-03-25,183,25/03/2026 (183j),2026-03-25,last_so,2026-06-23,93,,,
120933,VGS Company - Carrefour Express Rhode-Saint-Genèse,VGS Company - Carrefour Express Rhode-Saint-Genèse,,VGS Company - Carrefour Express Rhode-Saint-Genèse,Chaussée de Waterloo 230,1640,Rhode-Saint-Genèse,+32 2 466 68 41,carrefour.express.rsg@gmail.com,Televente,no-message,X,90,2,217.92,18.16,2026-02-09,2026-04-16,161,16/04/2026 (161j),2026-04-16,last_so,2026-07-15,71,,,
122466,Hyper Carrefour Gosselies - 5400102606455,Hyper Carrefour Gosselies - 5400102606455,Carrefour Belgium,Carrefour Belgium,Da Vincilaan 3,6041,Gosselies,+32 71 25 06 12,,Televente,no-message,C,42,2,834.24,69.52,2026-04-03,2026-06-08,108,08/06/2026 (108j),2026-06-08,picking,2026-07-20,66,,,
122995,Micamik SRL - Spar Godinne,Micamik SRL - Spar Godinne,,Micamik SRL - Spar Godinne,Rue de Mont 13,5530,Godinne,+32 82 61 27 50,spargodinne@icloud.com,Televente,no-message,C,42,2,830.08,69.17,2026-04-22,2026-06-08,108,08/06/2026 (108j),2026-06-08,picking,2026-07-20,66,,,
117130,Affilié 041895 - Proxy Delhaize Braives,Affilié 041895 - Proxy Delhaize Braives,Delhaize Le Lion S.A,Affilié 041895 - Proxy Delhaize Braives,Chaussée de Tirlemont 6A,4260,Braives,+32 19 69 94 88,maxime@proxybraives.be,Televente,no-message,C,42,3,513.08,42.76,2025-12-08,2026-06-10,106,10/06/2026 (106j),2026-06-10,picking,2026-07-22,64,,,
124368,Spar Momignies,Spar Momignies,,Spar Momignies,Route de Macon 7,6590,Momignies,+32 60 51 10 35,momidistri@skynet.be,Televente,no-message,C,42,1,649.85,54.15,2026-06-10,2026-06-10,106,10/06/2026 (106j),2026-06-12,picking,2026-07-24,62,,,
6598,Carrefour Market Boondael - 5400102101172,Carrefour Market Boondael - 5400102101172,Carrefour Belgium,Carrefour Belgium,Chaussée de Boondael 444,1050,Ixelles,+32 2 627 05 11,NICOLAS_DEHON@CARREFOUR.COM,Televente,no-message,B,28,3,1692.05,141.0,2026-03-16,2026-06-18,98,18/06/2026 (98j),2026-06-29,picking,2026-07-27,59,,,
124424,Hyper Carrefour Kraainem - 5400102606691,Hyper Carrefour Kraainem - 5400102606691,Carrefour Belgium,Carrefour Belgium,Avenue de Wezembeek 114,1950,Kraainem,+32 2 785 06 11,olivier_ernest@carrefour.com,Televente,no-message,C,42,1,752.82,62.74,2026-06-12,2026-06-12,104,12/06/2026 (104j),2026-06-15,picking,2026-07-27,59,,,
124423,Carrefour Market Tomberg - 5400102101219,Carrefour Market Tomberg - 5400102101219,Carrefour Belgium,Carrefour Belgium,Tomberg 96,1200,Woluwe-Saint-Lambert,+32 2 775 04 11,sabine_jacobs@carrefour.com,Televente,no-message,C,42,1,626.05,52.17,2026-06-12,2026-06-12,104,12/06/2026 (104j),2026-06-15,picking,2026-07-27,59,,,
5591,Affilié 043131 - AD Fernelmont,Affilié 043131 - AD Fernelmont,Delhaize Le Lion S.A,Affilié 043131 - AD Fernelmont,Rue d'Eghezée 16,,Fernelmont,+32 81 83 04 50,info@adfernelmont.be,NoMerch,no-message,B,28,4,2853.51,237.79,2025-10-28,2026-06-30,86,30/06/2026 (86j),2026-06-30,picking,2026-07-28,58,Pas de réserve magasin — rien à contrôler avant remplissage,Manuel — pas d'appareil pour rentrer la marchandise,Contrôle marchandise à l'entrée (faire valider par un responsable)
123041,Affilié 44845 - Delhaize Enghien,Affilié 44845 - Delhaize Enghien,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Square de la Dodane,7850,Enghien,+32 2 395 69 30,dllenghienmestdag@gmail.com,Televente,no-message,C,42,2,709.32,59.11,2026-04-16,2026-06-15,101,15/06/2026 (101j),2026-06-16,picking,2026-07-28,58,,,
123844,Louis Delhaize - Haversin,Louis Delhaize - Haversin,,Louis Delhaize - Haversin,Rue de Barvaux 141,5590,Haversin,+32 83 69 95 01,cyanar@live.be,Televente,no-message,C,42,2,568.57,47.38,2026-05-20,2026-06-24,92,24/06/2026 (92j),2026-06-24,picking,2026-08-05,50,,,
125070,Delhaize Warmonceau,Delhaize Warmonceau,,Delhaize Warmonceau,Grand’Rue 294,6000,Charleroi,+32 71 71 12 62,ad.warmonceau@groupturk.be,Televente,no-message,B,28,1,301.12,25.09,2026-07-07,2026-07-07,79,07/07/2026 (79j),2026-07-09,picking,2026-08-06,49,,,
8683,Hyper Carrefour Waterloo Mt-St-Jean - 5400102604598,Hyper Carrefour Waterloo Mt-St-Jean - 5400102604598,Carrefour Belgium,Carrefour Belgium,Chaussée de Charleroi 579,1410,Waterloo,+32 2 389 27 11,,Televente,no-message,B,28,3,1254.1,104.51,2026-02-25,2026-07-14,72,14/07/2026 (72j),2026-07-15,picking,2026-08-12,43,,,
125275,Carrefour Market Vielsalm,Carrefour Market Vielsalm,Carrefour Belgium,Carrefour Market Vielsalm,Les Grands Champs 38,6690,Vielsalm,+32 80 21 57 71,carrefour.vielsalm@outlook.be,Televente,no-message,B,28,1,336.83,28.07,2026-07-13,2026-07-13,73,13/07/2026 (73j),2026-07-15,picking,2026-08-12,43,,,
