pid,store_name,display_name,parent_name,billing_partner,street,zip,city,phone,email,statut,sale_warn,tier,cycle_days,so_count_12m,total_untaxed_12m,avg_mois,first_so_date,last_so_date,last_so_days_ago,last_so_label,last_visit,last_visit_source,next_visit,retard_j,controle_stock,methode_reassort,regle_magasin
9461,Affilié 048665 - Proxy Delhaize St Michel,Affilié 048665 - Proxy Delhaize St Michel,Delhaize Le Lion S.A,Affilié 048665 - Proxy Delhaize St Michel,Rue de l'Escadron 45,1040,Etterbeek,+32 2 733 51 66,roxy.proxysaintmichel@gmaill.com,Actif,no-message,B,28,10,3181.12,265.09,2025-08-20,2026-07-30,11,30/07/2026 (11j),2026-07-30,picking,2026-08-27,0,,,
123303,Affilié 41092 - Delhaize Bertrix,Affilié 41092 - Delhaize Bertrix,Delhaize Le Lion S.A,Affilié 41092 - Delhaize Bertrix,Route des Gohineaux 2,6880,Bertrix,+32 61 41 27 36,manager@delhaizebertrix.be,Actif,no-message,B,28,4,3085.65,257.14,2026-04-29,2026-07-13,28,13/07/2026 (28j),2026-07-13,picking,2026-08-10,0,réserve magasin OUI — contrôler la réserve avant remplissage,manuel — pas d'appareil pour rentrer la marchandise,contrôle marchandise OUI à la réception
7283,Affilié 041335 - Ad Bouffioulx,Affilié 041335 - Ad Bouffioulx,Delhaize Le Lion S.A,Affilié 041335 - Ad Bouffioulx,"260, av E Vandervelde",6200,Chatelet,+32 71 38 59 34,looze24@hotmail.com,Actif,no-message,B,28,7,3040.05,253.34,2025-09-24,2026-08-04,6,04/08/2026 (6j),2026-08-04,picking,2026-09-01,0,pas de réserve magasin,manuel — pas d'appareil pour rentrer la marchandise,pas de contrôle marchandise à l'entrée
59514,Affilié 049480 - Delhaize Welkenraedt,Affilié 049480 - Delhaize Welkenraedt,Delhaize Le Lion S.A,Affilié 049480 - Delhaize Welkenraedt,"Rue Gérard Delvoye, 3 A",4840,Welkenraedt,+32 87 88 04 29,magasin@adwelkenraedt.be,Actif,no-message,B,28,10,2999.63,249.97,2025-09-08,2026-08-06,4,06/08/2026 (4j),2026-08-06,picking,2026-09-03,0,,,
113627,Carrefour market Grace Hollogne,Carrefour market Grace Hollogne,Carrefour Belgium,Carrefour market Grace Hollogne,Rue de Wallonie 2A,4460,Grâce-Hollogne,+32 4 384 34 41,albert_aktan@franchisecrf.com,Actif,no-message,B,28,7,2824.75,235.4,2025-10-13,2026-08-05,5,05/08/2026 (5j),2026-08-05,picking,2026-09-02,0,Pas de réserve magasin — rien à contrôler avant remplissage,Manuel — pas d'appareil pour rentrer la marchandise,Pas de contrôle marchandise à l'entrée
3297,Windmill SA - Intermarché Bouge,Windmill SA - Intermarché Bouge,,Windmill SA - Intermarché Bouge,"Chaussée de Louvain, 257",5000,Bouge,081569346,pdv09883@mousquetaires.com,Actif,no-message,B,28,8,2713.27,226.11,2025-09-30,2026-07-27,14,27/07/2026 (14j),2026-07-27,picking,2026-08-24,0,,"manuel, pas d'appareil magasin pour encoder",pas de contrôle marchandise ; contact Laurence
119819,Affilié 044463 - Delhaize Hotton,Affilié 044463 - Delhaize Hotton,Delhaize Le Lion S.A,Affilié 044463 - Delhaize Hotton,"Rue De La Scierie, 9",6990,Hotton,+32 84 32 20 24,bernard@counassegroup.be,Actif,no-message,B,28,6,2667.08,222.26,2026-01-14,2026-07-14,27,14/07/2026 (27j),2026-07-14,picking,2026-08-11,0,pas de réserve magasin,manuel — pas d'appareil pour rentrer la marchandise,pas de contrôle marchandise à l'entrée
121194,DFH Market - Intermarché Liège Cointe,DFH Market - Intermarché Liège Cointe,,DFH Market - Intermarché Liège Cointe,Bd Gustave Kleyer 3,4000,Liège,+32 4 250 34 82,pdv09880@mousquetaires.com,Actif,no-message,B,28,6,2608.51,217.38,2026-02-16,2026-07-29,12,29/07/2026 (12j),2026-07-29,picking,2026-08-26,0,contrôle de stock OUI — pas de réserve / stock arrière — pas d'appareil (PDA/scan) pour rentrer la marchandise,,
120499,Affilié 044305 - Delhaize Heusy,Affilié 044305 - Delhaize Heusy,Delhaize Le Lion S.A,Affilié 044305 - Delhaize Heusy,"Avenue de Spa, 66",4802,Heusy,+32 87 22 14 75,nicolas.crotteux@affiliatesdelhaize.be,Actif,no-message,B,28,5,2552.47,212.71,2026-01-30,2026-07-29,12,29/07/2026 (12j),2026-07-29,picking,2026-08-26,0,,,
116008,SA Beausov New - Delhaize Beauraing,SA Beausov New - Delhaize Beauraing,,SA Beausov New - Delhaize Beauraing,150 rue de Rochefort,5570,Beauraing,+32 82 71 36 97,Info@delhaize5570.be,Actif,no-message,B,28,6,2500.02,208.34,2025-11-26,2026-07-15,26,15/07/2026 (26j),2026-07-15,picking,2026-08-12,0,,,
113675,Carrefour market LONTZEN,Carrefour market LONTZEN,Carrefour Belgium,Carrefour market LONTZEN,"Rue Mitoyenne B, 910",4710,Lontzen,+32 87 67 42 27,carrefour.lontzen@gmail.com,Actif,no-message,B,28,5,2333.55,194.46,2025-10-14,2026-08-06,4,06/08/2026 (4j),2026-08-06,picking,2026-09-03,0,,,
125096,Hypermarché Carrefour Herstal - 5400102606615,Hypermarché Carrefour Herstal - 5400102606615,Carrefour Belgium,Hypermarché Carrefour Herstal - 5400102606615,"Rue Basse Campagne, 1",4040,Herstal,+32 4 240 56 11,,Actif,no-message,B,28,2,2206.99,183.92,2026-07-08,2026-07-10,31,10/07/2026 (31j),2026-07-14,picking,2026-08-11,0,,,
119818,Affilié 043151 - Proxy Delhaize Ferrières,Affilié 043151 - Proxy Delhaize Ferrières,Delhaize Le Lion S.A,Affilié 043151 - Proxy Delhaize Ferrières,"Rue du Pré du Fa, 6A",4190,Ferrières,+32 86 40 02 27,bernard@counassegroup.be,Actif,no-message,B,28,6,2169.87,180.82,2026-01-14,2026-07-16,25,16/07/2026 (25j),2026-07-16,picking,2026-08-13,0,,,
3000,JAMBIS SA - Intermarché Jambes,JAMBIS SA - Intermarché Jambes,,,"rue de la Poudrière, 14",5100,JAMBES,081306878,pdv09845@mousquetaires.com,Actif,no-message,B,28,7,1985.3,165.44,2025-09-22,2026-07-23,18,23/07/2026 (18j),2026-07-23,picking,2026-08-20,0,,,
7649,"Delhaize Le Lion S.A, Affilié 048900 - Ad Spa","Delhaize Le Lion S.A, Affilié 048900 - Ad Spa",,"Delhaize Le Lion S.A, Affilié 048900 - Ad Spa","AVENUE REINE ASTRID, 244",4900,spa,+32 87 79 52 10,info@addelhaizespa.be,Actif,no-message,B,28,8,1970.34,164.19,2025-09-09,2026-08-06,4,06/08/2026 (4j),2026-08-06,picking,2026-09-03,0,contrôle marchandise OUI — pas de réserve / stock arrière — pas d'appareil (PDA/scan) pour rentrer la marchandise — contact: Thibault / Arnaud,,
124364,Luana Stolfo,Luana Stolfo,Centrale Intermarché,Centrale Intermarché,"Rue du Colombier, 9",6041,Gosselies,+32 71 25 72 65,luana.stolfo@mousquetaires.com,Actif,warning,B,28,7,1926.42,160.53,2026-06-10,2026-07-27,14,27/07/2026 (14j),2026-07-27,picking,2026-08-24,0,,,
7679,,Etablissements Schnongs - AD Ciney,Etablissements Schnongs - AD Ciney,Etablissements Schnongs - AD Ciney,Chemin de Crahiat 18 A,5590,Ciney,,,Actif,no-message,B,28,7,1901.08,158.42,2025-09-08,2026-04-13,119,13/04/2026 (119j),2026-07-23,picking,2026-08-20,0,,,
5729,Affilié 044010 - Delhaize DEBROUX,Affilié 044010 - Delhaize DEBROUX,Delhaize Le Lion S.A,Affilié 044010 - Delhaize DEBROUX,"Avenue Hermann Debroux, 26",,Auderghem,026 72 87 25,Naberkan@delhaize.be,Actif,no-message,B,28,5,1712.36,142.7,2025-09-05,2026-07-17,24,17/07/2026 (24j),2026-07-17,picking,2026-08-14,0,,,
113613,Hyper Carrefour Mons Grands Prés - 5400102606004,Hyper Carrefour Mons Grands Prés - 5400102606004,Carrefour Belgium,Hyper Carrefour Mons Grands Prés - 5400102606004,"Place des grands pres, 1",7000,Mons,+32 65 32 36 11,christophe_solheid@carrefour.com,Actif,no-message,B,28,5,1570.48,130.87,2025-10-13,2026-07-23,18,23/07/2026 (18j),2026-07-24,picking,2026-08-21,0,,,
6821,Carrefour Market Waterloo,Carrefour Market Waterloo,Carrefour Belgium,Hyper Carrefour Bomerée - 5400102606684,Drève de Richelle 10,1410,Waterloo,+32 2 352 02 11,eric_darte@carrefour.com,Actif,no-message,B,28,7,1537.78,128.15,2025-10-10,2026-08-05,5,05/08/2026 (5j),2026-08-05,picking,2026-09-02,0,,,
123997,AD Delhaize Roodebeek,AD Delhaize Roodebeek,,AD Delhaize Roodebeek,"Chaussée De Roodebeek, 199",1200,Bruxelles,+32 2 779 56 03,info@delhaizeroodebeek.be,Actif,no-message,B,28,3,1292.27,107.69,2026-05-27,2026-07-09,32,09/07/2026 (32j),2026-08-04,picking,2026-09-01,0,,,
2864,Carrefour Market Bastogne - Pascalino,Carrefour Market Bastogne - Pascalino,,Carrefour Market Bastogne - Pascalino,route de Marche 149,Bastogne,6600,+32 61 21 23 42,carrefour091crepin@gmail.com,Actif,no-message,B,28,4,1258.02,104.83,2025-09-11,2026-07-13,28,13/07/2026 (28j),2026-07-13,picking,2026-08-10,0,,,
125094,Spar Vaux-sur-Sûre,Spar Vaux-sur-Sûre,,Spar Vaux-sur-Sûre,La Barrière 13,6640,Vaux-sur-Sure,+32 61 31 51 91,lbdistri@hotmail.be,Actif,no-message,B,28,2,679.6,56.63,2026-07-08,2026-07-13,28,13/07/2026 (28j),2026-07-13,picking,2026-08-10,0,,,
121054,Sadel Trade - AD Delhaize Jodoigne,Sadel Trade - AD Delhaize Jodoigne,,Sadel Trade - AD Delhaize Jodoigne,Chaussée de Wavre 90 c,1370,Jodoigne,+32 10 84 03 19,david.adjodoigne@gmail.com,Actif,no-message,C,42,3,1166.2,97.18,2026-02-18,2026-07-14,27,14/07/2026 (27j),2026-07-14,picking,2026-08-25,0,,,
121818,Carrefour Hyper de Ans - 5400102606394,Carrefour Hyper de Ans - 5400102606394,Carrefour Belgium,Carrefour Hyper de Ans - 5400102606394,"Rue Jean Jaures, 33",4430,Ans,+32 4 239 87 11,Nathalie_denee@carrefour.com,Actif,no-message,C,42,3,1137.28,94.77,2026-03-12,2026-08-05,5,05/08/2026 (5j),2026-08-05,last_so,2026-09-16,0,,,
115578,Affilié 040299 - Delhaize Andenne,Affilié 040299 - Delhaize Andenne,Delhaize Le Lion S.A,Affilié 040299 - Delhaize Andenne,Av. Roi Albert 135A,5300,Andenne,+32 85 41 19 81,romain975@hotmail.com,Actif,no-message,C,42,4,1115.52,92.96,2025-11-19,2026-07-06,35,06/07/2026 (35j),2026-07-06,picking,2026-08-17,0,,,
121196,Carrefour market Angleur (Belle-Ile) - 5400102102544,Carrefour market Angleur (Belle-Ile) - 5400102102544,Carrefour Belgium,Carrefour market Angleur (Belle-Ile) - 5400102102544,"Quai des Vennes, 1",4020,Liège,+32 4 344 82 11,nicolas_beroudiaux@carrefour.com,Actif,no-message,C,42,3,1108.5,92.38,2026-02-16,2026-08-05,5,05/08/2026 (5j),2026-08-05,picking,2026-09-16,0,,,
123189,Carrefour Market - BASTOGNE PORTE DE TREVES - 5400102105231,Carrefour Market - BASTOGNE PORTE DE TREVES - 5400102105231,Carrefour Belgium,Carrefour Market - BASTOGNE PORTE DE TREVES - 5400102105231,CC Porte de Trèves - Rue Gustave Delperdange 3,6600,Bastogne,+32 61 21 00 50,bastogne@orkari.be,Actif,no-message,C,42,3,986.33,82.19,2026-04-23,2026-08-03,7,03/08/2026 (7j),2026-08-04,picking,2026-09-15,0,,,
123069,Carrefour Market Bievre - 5400102108300,Carrefour Market Bievre - 5400102108300,Carrefour Belgium,Carrefour Market Bievre - 5400102108300,Rue de Bouillon 106,5555,Bièvre,+32 61 51 11 39,sylvieh830@gmail.com,Actif,no-message,C,42,6,943.43,78.62,2026-04-23,2026-07-30,11,30/07/2026 (11j),2026-07-30,last_so,2026-09-10,0,pas de réserve magasin — rien à contrôler avant remplissage,manuel — pas d'appareil pour rentrer la marchandise,contrôle marchandise à l'entrée OBLIGATOIRE
123297,Pascal Gilson,Pascal Gilson,Spar Gembloux,Spar Gembloux,Chaussée de Namur 52,5030,Gembloux,+32 81 61 63 14,spar.gembloux.rpcg@gmail.com,Actif,no-message,C,42,3,840.25,70.02,2026-04-29,2026-06-26,45,26/06/2026 (45j),2026-07-01,picking,2026-08-12,0,,,
5752,,Intermarché Forest - FREYARVOR,Intermarché Forest - FREYARVOR,Intermarché Forest - FREYARVOR,Chaussée D'alsemberg 303 309,,Forest,023464614,PDV09842@mousquetaires.com,Actif,no-message,C,42,3,804.24,67.02,2025-12-10,2026-07-01,40,01/07/2026 (40j),2026-07-01,picking,2026-08-12,0,,,
122958,NDB Diffusion -Spar Namur,NDB Diffusion -Spar Namur,,NDB Diffusion -Spar Namur,Rue des Echasseurs 1,5000,Namur,+32 81 81 31 87,info@sparnamur.com,Actif,no-message,C,42,3,585.06,48.75,2026-04-15,2026-07-06,35,06/07/2026 (35j),2026-07-06,picking,2026-08-17,0,,,
113634,Carrefour Market Eupen centre Rotenberg,Carrefour Market Eupen centre Rotenberg,Carrefour Belgium,Carrefour Belgium,Rotenberg 12,4700,Eupen,+32 87 55 59 01,carrefoureupen@skynet.be,Televente,no-message,C,42,2,768.31,64.03,2025-10-13,2025-10-13,301,13/10/2025 (301j),2025-10-14,picking,2025-11-25,258,,,
113974,Carrefour Market Eupen Herbesthalerstrasse,Carrefour Market Eupen Herbesthalerstrasse,Carrefour Belgium,Carrefour Belgium,Rue de Herbesthal 203,4700,Eupen,+32 87 21 30 30,info@hypermarketeupen.be,Televente,no-message,C,42,2,756.42,63.03,2025-10-20,2025-10-20,294,20/10/2025 (294j),2025-10-21,picking,2025-12-02,251,,,
7883,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,Place des 3 Fers 23,6880,BERTRIX,+32 61 41 10 84,l.sprumont@marketbertrix.be,Arret,block,X,90,1,269.46,22.45,2025-09-11,2025-09-11,333,11/09/2025 (333j),2025-09-11,last_so,2025-12-10,243,,,
5539,Affilié 042405 - Delhaize Defré,Affilié 042405 - Delhaize Defré,Delhaize Le Lion S.A,Affilié 042405 - Delhaize Defré,"Avenue De Fré, 94",,Uccle,023 74 41 75,defre42405@gmail.com,Arret,block,C,42,2,483.38,40.28,2025-09-05,2025-10-30,284,30/10/2025 (284j),2025-10-30,last_so,2025-12-11,242,,,
8339,Carrefour Market Braine-l'Alleud,Carrefour Market Braine-l'Alleud,Carrefour Belgium,Carrefour Belgium,Pl. du Môle 25,1420,Braine-l'alleud,,,Televente,no-message,C,42,1,370.18,30.85,2025-11-06,2025-11-06,277,06/11/2025 (277j),2025-11-06,last_so,2025-12-18,235,,,
2925,Distrifresh SRL - Intermarché Andenne,Distrifresh SRL - Intermarché Andenne,,Distrifresh SRL - Intermarché Andenne,"Avenue de Belle Mine, 7",5300,Andenne,085/849125,bureau.andenne@mestdagh.be,Arret,block,B,28,4,1514.69,126.22,2025-09-08,2025-12-15,238,15/12/2025 (238j),2025-12-15,last_so,2026-01-12,210,,,
2923,Disesm Sa - Intermarché Bois De Villers,Disesm Sa - Intermarché Bois De Villers,,Disesm Sa - Intermarché Bois De Villers,rue Binamé  Bajart 1,5170,BOIS-DE-VILLERS,081435153,pdv02841@mousquetaires.com,Arret,block,C,42,2,869.72,72.48,2025-09-02,2025-12-01,252,01/12/2025 (252j),2025-12-01,last_so,2026-01-12,210,,,
9016,Distriwal SRL - Carrefour Market Walcourt,Distriwal SRL - Carrefour Market Walcourt,,Distriwal SRL - Carrefour Market Walcourt,"Rue de la Forge, 34",5650,WALCOURT,+32 71 61 14 73,labbe-r@hotmail.com,Televente,no-message,X,90,1,250.95,20.91,2025-10-16,2025-10-16,298,16/10/2025 (298j),2025-10-16,last_so,2026-01-14,208,,,
116724,VDK FOOD RETAIL - Intermarché Uccle,VDK FOOD RETAIL - Intermarché Uccle,,VDK FOOD RETAIL - Intermarché Uccle,Rue Vanderkindere 121,1180,Uccle,+32 2 219 23 16,PDV09872@mousquetaires.com,Arret,block,C,42,2,688.92,57.41,2025-12-03,2025-12-03,250,03/12/2025 (250j),2025-12-04,picking,2026-01-15,207,,,
113997,"Carrefour Belgium - Corporate Village, Carrefour Market City 2","Carrefour Belgium - Corporate Village, Carrefour Market City 2",Carrefour Belgium,Carrefour Belgium,Rue Neuve 123,1000,Bruxelles,+32 2 226 66 11,constance_havet@carrefour.com,Televente,no-message,C,42,3,759.24,63.27,2025-10-21,2026-02-11,180,11/02/2026 (180j),2026-02-11,last_so,2026-03-25,138,,,
5899,Affilié 040290 - AD Andenne,Affilié 040290 - AD Andenne,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Avenue Roi Albert 135A,5300,Andenne,+32 85 41 19 81,proxystema@gmail.com,Televente,no-message,C,42,2,552.12,46.01,2026-01-07,2026-02-13,178,13/02/2026 (178j),2026-02-13,last_so,2026-03-27,136,,,
3226,SRL Waldix - Delhaize Wavre,SRL Waldix - Delhaize Wavre,,SRL Waldix - Delhaize Wavre,Chaussée de Louvain 126,1300,Wavre,+32 477 91 45 25,info@beldix.be,NoMerch,no-message,B,28,7,2401.29,200.11,2025-08-18,2026-02-24,167,24/02/2026 (167j),2026-03-02,picking,2026-03-30,133,,,
2927,Distriparenthèse - Intermarché Gosselies,Distriparenthèse - Intermarché Gosselies,,Distriparenthèse - Intermarché Gosselies,"Rue Pont à Migneloux, 13",6041,Gosselies,071/35.40.10,pdv09920@mousquetaires.com,Televente,no-message,B,28,4,1286.41,107.2,2025-09-24,2026-03-31,132,31/03/2026 (132j),2026-03-31,last_so,2026-04-28,104,,,
117404,Carrefour market Arlon Hydrion,Carrefour market Arlon Hydrion,Carrefour Belgium,Carrefour Belgium,Parc commerciale de l'Hydrion 1,6700,Arlon,+32 63 44 51 90,markethydrion@gmail.com,Televente,no-message,C,42,3,825.62,68.8,2025-12-11,2026-03-19,144,19/03/2026 (144j),2026-03-19,last_so,2026-04-30,102,,,
2963,GENADIS - Intermarché Genappe,GENADIS - Intermarché Genappe,,GENADIS - Intermarché Genappe,Rue Louis Lalieux 22,1470,Genappe,067 78 02 50,pdv09846@mousquetaires.com,Televente,no-message,C,42,3,1002.45,83.54,2025-10-13,2026-03-25,138,25/03/2026 (138j),2026-03-25,last_so,2026-05-06,96,,,
5443,Affilié 041341 - AD Delhaize Filature,Affilié 041341 - AD Delhaize Filature,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Tubize 102,,Braine-le-Château,02 204 56 40,Adfilature@courcellesgroup.be,Televente,no-message,C,42,4,787.99,65.67,2025-09-04,2026-03-25,138,25/03/2026 (138j),2026-03-25,last_so,2026-05-06,96,,,
120762,Spirec SRL - Carrefour Express CHIREC,Spirec SRL - Carrefour Express CHIREC,,Spirec SRL - Carrefour Express CHIREC,"Boulevard du Triomphe, 201",1160,Auderghem,+32 2 280 40 49,express.chirec@gmail.com,Televente,no-message,X,90,1,353.95,29.5,2026-02-05,2026-02-05,186,05/02/2026 (186j),2026-02-09,picking,2026-05-10,92,,,
120986,Carrefour express Petits Champs,Carrefour express Petits Champs,Carrefour Belgium,Carrefour Belgium,"CHAUSSEE DE BRUXELLES, 6",1410,Waterloo,+32 2 354 35 22,cvg0973@hotmail.com,Televente,no-message,X,90,1,243.01,20.25,2026-02-11,2026-02-11,180,11/02/2026 (180j),2026-02-11,picking,2026-05-12,90,,,
120159,Affilié 043145 - Delhaize Flagey,Affilié 043145 - Delhaize Flagey,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Hennin 18,1050,Ixelles,+32 2 648 58 38,skoumans@outlook.com,Televente,no-message,C,42,2,1091.63,90.97,2026-01-22,2026-04-03,129,03/04/2026 (129j),2026-04-03,last_so,2026-05-15,87,,,
122944,Lambertdis SRL - Spar Manhay,Lambertdis SRL - Spar Manhay,,Lambertdis SRL - Spar Manhay,"Rue d'erezée,",6960,Manhay,+32 86 45 55 87,lambertfrancoise@skynet.be,Televente,no-message,C,25,2,558.67,46.56,2026-04-11,2026-04-21,111,21/04/2026 (111j),2026-04-21,picking,2026-05-16,86,,,
123067,PGHM Distribution-Proxy Delhaize Maissin,PGHM Distribution-Proxy Delhaize Maissin,,PGHM Distribution-Proxy Delhaize Maissin,"Avenue de France,  22",6852,Paliseul,+32 61 61 11 71,janssensaurelie23@gmail.com,Arret,block,C,42,1,693.48,57.79,2026-04-16,2026-04-16,116,16/04/2026 (116j),2026-04-21,picking,2026-06-02,69,,,
123035,Gmp La Louvière - Delhaize La Louvière,Gmp La Louvière - Delhaize La Louvière,,Gmp La Louvière - Delhaize La Louvière,Rue de la Franco-Belge 228,7100,La Louvière,+32 64 44 44 08,chef44686@delhaize.be,Televente,no-message,C,42,1,480.16,40.01,2026-04-20,2026-04-20,112,20/04/2026 (112j),2026-04-27,picking,2026-06-08,63,,,
123345,BLONFOOD SA - Intermarché Liège Blonden,BLONFOOD SA - Intermarché Liège Blonden,,BLONFOOD SA - Intermarché Liège Blonden,Avenue Blonden 26,4000,Liège,+32 4 229 34 98,PDV09874@MOUSQUETAIRES.COM,Televente,no-message,C,42,1,442.48,36.87,2026-04-30,2026-04-30,102,30/04/2026 (102j),2026-05-04,picking,2026-06-15,56,,,
123466,Digretail - Intermarché Braine-le-Comte Digues,Digretail - Intermarché Braine-le-Comte Digues,,Digretail - Intermarché Braine-le-Comte Digues,Rue des Digues 60,7090,Braine-le-Comte,+32 67 56 01 88,PDV09832@MOUSQUETAIRES.COM,Televente,warning,C,42,1,530.93,44.24,2026-05-05,2026-05-05,97,05/05/2026 (97j),2026-05-05,picking,2026-06-16,55,,,
3274,V2V Express Two - Carrefour Express Lasne,V2V Express Two - Carrefour Express Lasne,,V2V Express Two - Carrefour Express Lasne,Route de l'Etat 47,1380,Lasne,02 633 11 90,lasnedistribution@gmail.com,Televente,no-message,X,90,1,116.24,9.69,2026-03-25,2026-03-25,138,25/03/2026 (138j),2026-03-25,last_so,2026-06-23,48,,,
124037,Intermarché Braine Le Château,Intermarché Braine Le Château,,Intermarché Braine Le Château,Rue de Nivelles 186A,1440,Braine-le-Château,+32 2 366 21 69,PDV09925@MOUSQUETAIRES.COM,Televente,no-message,B,28,1,584.46,48.71,2026-05-29,2026-05-29,73,29/05/2026 (73j),2026-05-29,picking,2026-06-26,45,,,
124148,Spar Beauvechain,Spar Beauvechain,,Spar Beauvechain,Rue du Village 2,1320,Beauvechain,+32 10 86 60 37,spar.beauvechain@gmail.com,Televente,no-message,B,28,1,348.12,29.01,2026-06-04,2026-06-04,67,04/06/2026 (67j),2026-06-04,picking,2026-07-02,39,,,
124178,Delhaize Amay,Delhaize Amay,,Delhaize Amay,Chaussee Roosevelt 101,4540,Amay,+32 85 31 29 97,info@delhaize-amay.be,Televente,no-message,B,28,1,322.64,26.89,2026-06-04,2026-06-04,67,04/06/2026 (67j),2026-06-04,picking,2026-07-02,39,,,
124368,Spar Momignies,Spar Momignies,,Spar Momignies,Route de Macon 7,6590,Momignies,+32 60 51 10 35,momidistri@skynet.be,Televente,no-message,B,28,1,649.85,54.15,2026-06-10,2026-06-10,61,10/06/2026 (61j),2026-06-12,picking,2026-07-10,31,,,
124424,Hyper Carrefour Kraainem - 5400102606691,Hyper Carrefour Kraainem - 5400102606691,Carrefour Belgium,Carrefour Belgium,Avenue de Wezembeek 114,1950,Kraainem,+32 2 785 06 11,olivier_ernest@carrefour.com,Televente,no-message,B,28,1,752.82,62.74,2026-06-12,2026-06-12,59,12/06/2026 (59j),2026-06-15,picking,2026-07-13,28,,,
124423,Carrefour Market Tomberg - 5400102101219,Carrefour Market Tomberg - 5400102101219,Carrefour Belgium,Carrefour Belgium,Tomberg 96,1200,Woluwe-Saint-Lambert,+32 2 775 04 11,sabine_jacobs@carrefour.com,Televente,no-message,B,28,1,626.05,52.17,2026-06-12,2026-06-12,59,12/06/2026 (59j),2026-06-15,picking,2026-07-13,28,,,
120933,VGS Company - Carrefour Express Rhode-Saint-Genèse,VGS Company - Carrefour Express Rhode-Saint-Genèse,,VGS Company - Carrefour Express Rhode-Saint-Genèse,Chaussée de Waterloo 230,1640,Rhode-Saint-Genèse,+32 2 466 68 41,carrefour.express.rsg@gmail.com,Televente,no-message,X,90,2,217.92,18.16,2026-02-09,2026-04-16,116,16/04/2026 (116j),2026-04-16,last_so,2026-07-15,26,,,
124554,Affilié 047550 - Proxy Delhaize Roi Chevalier,Affilié 047550 - Proxy Delhaize Roi Chevalier,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Avenue du Roi Chevalier 53,1200,Woluwe-Saint-Lambert,+32 2 779 55 42,,Televente,no-message,B,28,1,301.12,25.09,2026-06-18,2026-06-18,53,18/06/2026 (53j),2026-06-18,picking,2026-07-16,25,,,
114763,Lillodis SRL - Proxy Delhaize Lillois,Lillodis SRL - Proxy Delhaize Lillois,,Lillodis SRL - Proxy Delhaize Lillois,Grand’Route 350,1428,Lillois,+32 2 384 48 83,proxylillois@gmail.com,Televente,no-message,C,42,5,887.16,73.93,2025-11-06,2026-06-05,66,05/06/2026 (66j),2026-06-05,picking,2026-07-17,24,,,
124642,Affilié 043102 - Delhaize Flémalle,Affilié 043102 - Delhaize Flémalle,Delhaize Le Lion S.A,Affilié 043102 - Delhaize Flémalle,Grand Route 299,4400,Flémalle,+32 4 233 88 37,ad.flemalle@hotmail.com,Televente,no-message,B,28,1,303.12,25.26,2026-06-22,2026-06-22,49,22/06/2026 (49j),2026-06-22,picking,2026-07-20,21,,,
122466,Hyper Carrefour Gosselies - 5400102606455,Hyper Carrefour Gosselies - 5400102606455,Carrefour Belgium,Carrefour Belgium,Da Vincilaan 3,6041,Gosselies,+32 71 25 06 12,,Televente,no-message,C,42,2,834.24,69.52,2026-04-03,2026-06-08,63,08/06/2026 (63j),2026-06-08,picking,2026-07-20,21,,,
122995,Micamik SRL - Spar Godinne,Micamik SRL - Spar Godinne,,Micamik SRL - Spar Godinne,Rue de Mont 13,5530,Godinne,+32 82 61 27 50,spargodinne@icloud.com,Televente,no-message,C,42,2,830.08,69.17,2026-04-22,2026-06-08,63,08/06/2026 (63j),2026-06-08,picking,2026-07-20,21,,,
122467,Hyper Carrefour Bomerée - 5400102606684,Hyper Carrefour Bomerée - 5400102606684,Carrefour Belgium,Carrefour Belgium,Rue de la station 1,6110,Montigny-Le-Tilleul,+32 71 29 72 11,demoulin_michael@carrefour.com,Televente,no-message,C,42,2,784.56,65.38,2026-03-27,2026-06-09,62,09/06/2026 (62j),2026-06-09,picking,2026-07-21,20,,,
123844,Louis Delhaize - Haversin,Louis Delhaize - Haversin,,Louis Delhaize - Haversin,Rue de Barvaux 141,5590,Haversin,+32 83 69 95 01,cyanar@live.be,Televente,no-message,B,28,2,568.57,47.38,2026-05-20,2026-06-24,47,24/06/2026 (47j),2026-06-24,picking,2026-07-22,19,,,
117130,Affilié 041895 - Proxy Delhaize Braives,Affilié 041895 - Proxy Delhaize Braives,Delhaize Le Lion S.A,Affilié 041895 - Proxy Delhaize Braives,Chaussée de Tirlemont 6A,4260,Braives,+32 19 69 94 88,maxime@proxybraives.be,Televente,no-message,C,42,3,513.08,42.76,2025-12-08,2026-06-10,61,10/06/2026 (61j),2026-06-10,picking,2026-07-22,19,,,
