pid,magasin,zip,city,street,phone,mobile,email,contact_name,contact_function,contact_phone,contact_email,dist_km,dist_src,n_refs,so_count_12m,revenue_12m,avg_mois,last_order,days_since,median_interval,target_interval,cadence_src,next_call,overdue_days,urgency,last_refus,last_nrp,impl_date,suivi_impl,reason,top_products,notes
8062,Carrefour Hyper Auderghem -5400102606158,1160,Auderghem,Bd du Souverain-Vorstlaan 240,+32 2 679 05 11,,josiane_bourcy@carrefour.com,,,+32 2 679 05 11,josiane_bourcy@carrefour.com,87,zip,11,3,931,78,2026-07-31,17,134.5,35,historique resserre,2026-09-04,-18,0.49,,,,,eloigne,[I0279] Le panier de grand maman (20 infusettes) (x18); [I0121] Lady Dodo (20 infusettes) (x12); [GI0832] La Nana de Wépion glacée (x12); [I0880] Blue Earl Grey BIO (20 infusettes) (x12); [GI0820] Marrakech Sunset - BIO glacé (x12); [GI0735] Pêche de Vigne - BIO glacée (x12); [I0301] Tisane tropicale (20 infusettes) (x12); [I0751] I love you (20 infusettes) (x12),--- Remarques merchandiser (import Sheet) --- 📍 Carrefour Hyper Auderghem Pas de visite le mardi ni le vendredi car madame Josiane Bourcy n'est pas présente. Plus de visite merchandiser. Madame Bourcy va gérer son rayon elle-même. Voir visite merchandiser du 11/03/2026
124727,Delhaize Montigny,6110,Montigny-le-Tilleul,Rue de Gozée 400,+32 71 56 22 73,,directionmlt@nolamanagement.be,Contact merchandising : Demander Valentine ou Philippe,,+32 71 56 22 73,directionmlt@nolamanagement.be,69,zip,8,2,527,44,2026-08-05,12,40,30,historique resserre,2026-09-04,-18,0.4,,2026-07-14,,,petit assortiment + eloigne,[GI0832] La Nana de Wépion glacée (x24); [GI0735] Pêche de Vigne - BIO glacée (x18); [GI0634] Gourmandise glacée (x12); [GI0820] Marrakech Sunset - BIO glacé (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [EM0072] SRP Kraft Horeca (x8); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6); [EM0107] Display Teatower GMS - 8 produits 2026 (x1),[APPEL 2026-07-14 NRP] (injoignable - note Vanessa)
124701,Affilié 045070 - Proxy Delhaize Ma Campagne,1050,Ixelles,Chaussée de Waterloo 412G,+32 2 514 66 48,+32 483 35 74 27,david.ficette@gmail.com,,,+32 2 514 66 48,david.ficette@gmail.com,91,zip,15,2,1300,108,2026-08-05,12,42,32,historique resserre,2026-09-06,-20,0.38,,2026-07-06,,,eloigne,[GI0735] Pêche de Vigne - BIO glacée (x24); [GI0832] La Nana de Wépion glacée (x24); [GI0634] Gourmandise glacée (x24); [EM0072] SRP Kraft Horeca (x16); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [I0628] Oasis du désert - BIO (20 infusettes) (x12); [I0631] Le thé des amoureux (20 infusettes) (x12),Contact merchandising : Luca ou Justin [APPEL 2026-07-06 NRP] — Ma Campagne — injoignable 06/07
123346,Gemblouxim - Intermarché Gembloux,5030,Gembloux,Campagne d'Enée 1,+32 81 61 01 43,,PDV09844@MOUSQUETAIRES.COM,Fabrice,Responsable,+32 81 61 01 43,PDV09844@MOUSQUETAIRES.COM,53,zip,9,3,1359,113,2026-08-03,14,47.5,35,historique resserre,2026-09-07,-21,0.4,,2026-07-27,,,petit assortiment,[GI0820] Marrakech Sunset - BIO glacé (x36); [GI0735] Pêche de Vigne - BIO glacée (x36); [GI0832] La Nana de Wépion glacée (x36); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x36); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x36); [GI0634] Gourmandise glacée (x24); [EM0072] SRP Kraft Horeca (x16); [V0914] Infusion du Printemps 2026 (x12),"[APPEL 2026-07-14 NRP] (injoignable, mail envoye pour commande - note Vanessa) [APPEL 2026-07-17 NRP] [APPEL 2026-07-27 NRP]"
125275,Carrefour Market Vielsalm,6690,Vielsalm,Les Grands Champs 38,+32 80 21 57 71,,carrefour.vielsalm@outlook.be,,,+32 80 21 57 71,carrefour.vielsalm@outlook.be,37,zip,10,1,337,28,2026-07-13,35,,28,demarrage (1 cmd),2026-09-07,-21,0.25,2026-08-10,,2026-07-13,,petit assortiment,[EM0072] SRP Kraft Horeca (x8); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x6); [I0628] Oasis du désert - BIO (20 infusettes) (x6); [I0631] Le thé des amoureux (20 infusettes) (x6); [I0880] Blue Earl Grey BIO (20 infusettes) (x6); [I0279] Le panier de grand maman (20 infusettes) (x6); [I0301] Tisane tropicale (20 infusettes) (x6),Contact merchandising : Audrey Bodson [APPEL 2026-07-27 REFUS] [APPEL 2026-08-03 REFUS] (ne se vend pas bien - note Vanessa) [APPEL 2026-08-10 REFUS] (ne se vend pas bien - note Vanessa)
125351,FQMS - Proxy Delhaize Quadrilatere (Huy),4500,Huy,Rue Delloye-Matthieu 9,+32 471 72 79 39,,compta@fqms.be,Alexandre Gilles,Gerant FQMS,+32 471 72 79 39,alexandregillis@hotmail.com,26,zip,8,1,325,27,2026-07-15,33,,28,demarrage (1 cmd),2026-09-07,-21,0.25,2026-08-10,,2026-07-15,,petit assortiment,[GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [EM0072] SRP Kraft Horeca (x8); [I0628] Oasis du désert - BIO (20 infusettes) (x6); [I0880] Blue Earl Grey BIO (20 infusettes) (x6); [I0279] Le panier de grand maman (20 infusettes) (x6); [I0723] Namasté BIO (20 infusettes) (x6); [EM0107] Display Teatower GMS - 8 produits 2026 (x1),"[REGLE: pas de passage le MARDI — de preference le MERCREDI (contrainte magasin, lead #1095)] [A IMPLANTER] Exploitant FQMS depuis le 14/08/2020 (TVA BE0752619436). Responsable magasin : Loic. Gerant : Alexandre Gilles (+32 471 72 79 39, alexandregillis@hotmail.com). Compta : compta@fqms.be. Origine"
122944,Lambertdis SRL - Spar Manhay,6960,Manhay,"Rue d'erezée,",+32 86 45 55 87,,lambertfrancoise@skynet.be,Koohn Samuel,,+32 86 45 55 87,samuelkoohn@live.be,23,zip,10,2,559,47,2026-04-21,118,10,25,override magasin,2026-09-08,-22,0.12,2026-08-14,2026-06-25,,,petit assortiment,[I0628] Oasis du désert - BIO (20 infusettes) (x10); [I0631] Le thé des amoureux (20 infusettes) (x10); [I0751] I love you (20 infusettes) (x10); [I0735] Pêche de vigne - BIO (20 infusettes) (x10); [I0279] Le panier de grand maman (20 infusettes) (x10); [I0832] La Nana de Wépion (20 infusettes) (x10); [I0121] Lady Dodo (20 infusettes) (x10); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x8),[APPEL 2026-07-03 REFUS] (Vanessa télévente) Client GMS 11/04/2026 --- Remarques merchandiser --- Horaire ouverture : pas de livraison ni visite le lundi avant 13h30. Magasin fermé le matin le lundi. (info 2026-05-04) [APPEL 2026-06-18 NRP] [APPEL 2026-06-25 NRP] injoignable [APPEL 2026-08-14 REFUS]
123964,Intermarché Rumes - Hainaut,7610,Rumes,Chaussée de Douai 1bis,+32 69 34 31 88,+32 488 24 44 74,pdv04733@mousquetaires.com,Ludovic Deval,,+32 69 34 31 88,pdv04733@mousquetaires.com,147,zip,10,2,466,39,2026-08-04,13,67,35,historique resserre,2026-09-08,-22,0.37,2026-07-17,,,,petit assortiment + eloigne,[GI0820] Marrakech Sunset - BIO glacé (x12); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [GI0634] Gourmandise glacée (x12); [V0914] Infusion du Printemps 2026 (x12); [EM0072] SRP Kraft Horeca (x8); [GI0832] La Nana de Wépion glacée (x6); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6),[APPEL 2026-06-17 REFUS] [APPEL 2026-07-17 REFUS]
124368,Spar Momignies,6590,Momignies,Route de Macon 7,+32 60 51 10 35,,momidistri@skynet.be,Vincent Van den Driessche-Leners,Gérant,+32 60 51 10 35,momidistri@skynet.be,89,zip,16,1,650,54,2026-06-10,68,,28,demarrage (1 cmd),2026-09-09,-23,0.18,2026-08-12,,2026-06-10,,eloigne,[EM0072] SRP Kraft Horeca (x16); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [GI0634] Gourmandise glacée (x6); [GI0820] Marrakech Sunset - BIO glacé (x6); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x6); [I0628] Oasis du désert - BIO (20 infusettes) (x6),[APPEL 2026-06-24 REFUS] pas encore besoin [APPEL 2026-08-05 REFUS] [APPEL 2026-08-12 REFUS]
124178,Delhaize Amay,4540,Amay,Chaussee Roosevelt 101,+32 85 31 29 97,,info@delhaize-amay.be,Mme Lhomme Nathalie,,+32 85 31 29 97,info@delhaize-amay.be,29,zip,9,1,323,27,2026-06-04,74,,28,demarrage (1 cmd),2026-09-09,-23,0.18,2026-08-12,,2026-06-04,,petit assortiment,[D011] Gobelet dégustation (x200); [GI0735] Pêche de Vigne - BIO glacée (x13); [GI0832] La Nana de Wépion glacée (x13); [EM0072] SRP Kraft Horeca (x8); [GI0634] Gourmandise glacée (x7); [GI0820] Marrakech Sunset - BIO glacé (x7); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x7); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x7),[APPEL 2026-06-18 REFUS] [APPEL 2026-07-17 REFUS] (magasin va fermer pour rénovation en septembre - note Vanessa) [APPEL 2026-08-04 REFUS] (magasin va fermer pour rénovation en septembre - note Vanessa) [APPEL 2026-08-12 REFUS] (magasin va fermer pour rénovation en septembre - note Vanessa)
124554,Affilié 047550 - Proxy Delhaize Roi Chevalier,1200,Woluwe-Saint-Lambert,Avenue du Roi Chevalier 53,+32 2 779 55 42,,,,,+32 2 779 55 42,,89,zip,8,1,301,25,2026-06-18,60,,28,demarrage (1 cmd),2026-09-09,-23,0.18,2026-08-12,2026-07-03,2026-06-18,,petit assortiment + eloigne,[GI0735] Pêche de Vigne - BIO glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [EM0072] SRP Kraft Horeca (x8); [GI0634] Gourmandise glacée (x6); [GI0820] Marrakech Sunset - BIO glacé (x6); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x6); [EM0107] Display Teatower GMS - 8 produits 2026 (x1),[APPEL 2026-07-03 NRP] (Vanessa télévente) Joëlle – Responsable Epicerie [APPEL 2026-07-17 REFUS] [APPEL 2026-08-04 REFUS] [APPEL 2026-08-12 REFUS]
2927,Distriparenthèse - Intermarché Gosselies,6041,Gosselies,"Rue Pont à Migneloux, 13",071/35.40.10,,pdv09920@mousquetaires.com,Valentin Schirru,,071/35.40.10,pdv09920@mousquetaires.com,67,zip,17,4,1286,107,2026-03-31,139,36,27,historique resserre,2026-09-10,-24,0.11,2026-08-14,,,,eloigne,[V0914] Infusion du Printemps 2026 (x18); [GI0820] Marrakech Sunset - BIO glacé (x16); [I0832] La Nana de Wépion (20 infusettes) (x15); [I0279] Le panier de grand maman (20 infusettes) (x14); [I0631] Le thé des amoureux (20 infusettes) (x13); [I0880] Blue Earl Grey BIO (20 infusettes) (x13); [I0868] Citron meringué (20 infusettes) (x13); [I0628] Oasis du désert - BIO (20 infusettes) (x12),--- Remarques merchandiser (import Sheet) --- 📍 Intermarché Parenthèse Gosselie Contact merchandiser: Valentin Schirru [APPEL 2026-06-17 REFUS] [APPEL 2026-07-14 REFUS] (refus - note Vanessa) [APPEL 2026-08-14 REFUS]
122991,Antheco SA - Intermarché Anthée,5520,Onhaye,Rue Maréchal Franchet d'Esperey 2,+32 82 21 31 00,,PDV06651@mousquetaires.com,Ronald & Aurélie Leonet,,+32 82 21 31 00,ronald.leonet-adh@mousquetaires.com,39,zip,8,2,565,47,2026-08-06,11,62,35,historique resserre,2026-09-10,-24,0.31,2026-06-24,,,,petit assortiment,[GI0832] La Nana de Wépion glacée (x24); [GI0820] Marrakech Sunset - BIO glacé (x18); [GI0634] Gourmandise glacée (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [EM0072] SRP Kraft Horeca (x8); [EM0107] Display Teatower GMS - 8 produits 2026 (x1),"Client GMS 13/04/26 [IMPLANTE 2026-06-15 Gilles — commande passée 05/06, display 8 réfs] [APPEL 2026-06-24 REFUS] pas au franco [NOTE 2026-07-30] Tag d'implantation cloture : display pose (SO S05737 du 05/06, livraison 08/06). Suivi desormais assure en televente (pool Vanessa), pas en visite Gilles."
113634,Carrefour Market Eupen centre Rotenberg,4700,Eupen,Rotenberg 12,+32 87 55 59 01,,carrefoureupen@skynet.be,,,+32 87 55 59 01,carrefoureupen@skynet.be,62,zip,19,2,768,64,2025-10-13,308,0,28,demarrage (1 cmd),2026-09-11,-25,0.11,2026-08-14,,,,eloigne,[EM0072] SRP Kraft Horeca (x16); [V0914] Infusion du Printemps 2026 (x6); [I0279] Le panier de grand maman (20 infusettes) (x6); [I0832] La Nana de Wépion (20 infusettes) (x6); [I0301] Tisane tropicale (20 infusettes) (x6); [I0880] Blue Earl Grey BIO (20 infusettes) (x6); [I0878] Guarana Boost (20 infusettes) (x6); [I0735] Pêche de vigne - BIO (20 infusettes) (x6),--- Remarques merchandiser (import Sheet) --- 📍 carrefour Market Eupen centre Rotenberg Contact merchandiser: Mme Meesen Cindy Demander Mme Meessen Cindy pas de visite le mercredi [APPEL 2026-08-14 REFUS]
124424,Hyper Carrefour Kraainem - 5400102606691,1950,Kraainem,Avenue de Wezembeek 114,+32 2 785 06 11,,olivier_ernest@carrefour.com,,,+32 2 785 06 11,olivier_ernest@carrefour.com,88,zip,7,1,753,63,2026-06-12,66,,28,demarrage (1 cmd),2026-09-11,-25,0.11,2026-08-14,,2026-06-12,,petit assortiment + eloigne,[EM0072] SRP Kraft Horeca (x20); [GI0820] Marrakech Sunset - BIO glacé (x20); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x20); [GI0832] La Nana de Wépion glacée (x20); [GI0735] Pêche de Vigne - BIO glacée (x20); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x20); [GI0634] Gourmandise glacée (x20),[APPEL 2026-07-03 REFUS] (Vanessa télévente) [APPEL 2026-08-14 REFUS]
124423,Carrefour Market Tomberg - 5400102101219,1200,Woluwe-Saint-Lambert,Tomberg 96,+32 2 775 04 11,,sabine_jacobs@carrefour.com,,,+32 2 775 04 11,sabine_jacobs@carrefour.com,89,zip,12,1,626,52,2026-06-12,66,,28,demarrage (1 cmd),2026-09-11,-25,0.11,2026-08-14,,2026-06-12,,eloigne,[EM0072] SRP Kraft Horeca (x16); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [GI0634] Gourmandise glacée (x12); [GI0820] Marrakech Sunset - BIO glacé (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [I0631] Le thé des amoureux (20 infusettes) (x6),[APPEL 2026-07-03 REFUS] (Vanessa télévente) [APPEL 2026-08-14 REFUS]
123466,Digretail - Intermarché Braine-le-Comte Digues,7090,Braine-le-Comte,Rue des Digues 60,+32 67 56 01 88,,PDV09832@MOUSQUETAIRES.COM,Mr Termini - Boss,,+32 67 56 01 88,PDV09832@MOUSQUETAIRES.COM,92,zip,9,1,531,44,2026-05-05,104,,28,demarrage (1 cmd),2026-09-11,-25,0.11,2026-08-14,,,,petit assortiment + eloigne,[EM0072] SRP Kraft Horeca (x16); [GI0820] Marrakech Sunset - BIO glacé (x12); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0634] Gourmandise glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [V0914] Infusion du Printemps 2026 (x12),OK pour Gilles =&gt; Mr Damien [APPEL 2026-06-15 REFUS] (note Vanessa chatter) [APPEL 2026-07-14 REFUS] (refus - note Vanessa) [APPEL 2026-08-14 REFUS]
9016,Distriwal SRL - Carrefour Market Walcourt,5650,WALCOURT,"Rue de la Forge, 34",+32 71 61 14 73,,labbe-r@hotmail.com,Ronny LABBE,,+32 475 40 37 25,labbe-r@hotmail.com,65,zip,9,1,251,21,2025-10-16,305,,28,demarrage (1 cmd),2026-09-11,-25,0.11,2026-08-14,,,,petit assortiment + eloigne,[I0751] I love you (20 infusettes) (x6); [I0279] Le panier de grand maman (20 infusettes) (x6); [I0631] Le thé des amoureux (20 infusettes) (x4); [I0301] Tisane tropicale (20 infusettes) (x4); [I0628] Oasis du désert - BIO (20 infusettes) (x3); [I0669] Vert Jasmin (20 infusettes) (x3); [I0880] Blue Earl Grey BIO (20 infusettes) (x3); [I0735] Pêche de vigne - BIO (20 infusettes) (x3),--- Remarques merchandiser (import Sheet) --- 📍 Carrefour Market Walcourt Contact merchandiser: Ronny Labbé Envoyer mail le 10/03 pour avoir l'accord du magasin au bon de commande suite au passage de gilles (2 fois pour rien ) Voir si retour. Gilles est repasser ce 31/03 encore pour rien. Jérôme doi
122467,Hyper Carrefour Bomerée - 5400102606684,6110,Montigny-Le-Tilleul,Rue de la station 1,+32 71 29 72 11,,demoulin_michael@carrefour.com,,,+32 71 29 72 11,demoulin_michael@carrefour.com,69,zip,9,3,959,80,2026-08-05,12,65.5,35,historique resserre,2026-09-14,-28,0.2,2026-08-10,2026-07-17,,,petit assortiment + eloigne,[I0832] La Nana de Wépion (20 infusettes) (x30); [I0600] La lampe merveilleuse (20 infusettes) (x24); [I0631] Le thé des amoureux (20 infusettes) (x24); [I0628] Oasis du désert - BIO (20 infusettes) (x18); [I0878] Guarana Boost (20 infusettes) (x18); [I0735] Pêche de vigne - BIO (20 infusettes) (x18); [EM0072] SRP Kraft Horeca (x6); [I0723] Namasté BIO (20 infusettes) (x0),"--- Remarques merchandiser (import Sheet) --- 📍 Hyper Carrefour Bomerée Contact merchandiser: Demoulin michael Ok pour le suivi merchandiser demander Mr Demoulin ou Darion Do Santos. Préférence de passage lundi ou mardi ( Attention, 6 référence en magasin) [APPEL 2026-07-14 NRP] (rappeler demain Ste"
124037,Intermarché Braine Le Château,1440,Braine-le-Château,Rue de Nivelles 186A,+32 2 366 21 69,,PDV09925@MOUSQUETAIRES.COM,Mr Marquez Alenjandro,,+32 487 66 90 34,PDV09925@MOUSQUETAIRES.COM,86,zip,17,2,820,68,2026-08-10,7,73,35,historique resserre,2026-09-14,-28,0.2,2026-06-17,2026-08-04,,,eloigne,[GI0735] Pêche de Vigne - BIO glacée (x18); [GI0832] La Nana de Wépion glacée (x18); [EM0072] SRP Kraft Horeca (x16); [GI0634] Gourmandise glacée (x12); [GI0820] Marrakech Sunset - BIO glacé (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [I0628] Oasis du désert - BIO (20 infusettes) (x6),[APPEL 2026-06-17 REFUS] [APPEL 2026-07-14 NRP] (injoignable - note Vanessa) [APPEL 2026-07-17 NRP] [APPEL 2026-08-04 NRP]
120159,Affilié 043145 - Delhaize Flagey,1050,Ixelles,Rue de Hennin 18,+32 2 648 58 38,,skoumans@outlook.com,,,+32 2 648 58 38,skoumans@outlook.com,91,zip,18,2,1092,91,2026-04-03,136,71,35,historique resserre,2026-09-16,-30,0.14,2026-08-12,2026-08-06,,,eloigne,[EM0072] SRP Kraft Horeca (x16); [I0279] Le panier de grand maman (20 infusettes) (x15); [I0735] Pêche de vigne - BIO (20 infusettes) (x14); [I0669] Vert Jasmin (20 infusettes) (x12); [I0868] Citron meringué (20 infusettes) (x12); [I0631] Le thé des amoureux (20 infusettes) (x11); [I0751] I love you (20 infusettes) (x11); [I0878] Guarana Boost (20 infusettes) (x11),--- Remarques merchandiser (import Sheet) --- 📍 Delhaize Flagey Contact merchandiser: Mr Koumans ⚠️ Accès uniquement le MARDI — pas d'autres jours possibles pour visite/livraison merchandiser. [APPEL 2026-06-18 REFUS] [APPEL 2026-08-06 NRP] (RAPPELER - note Vanessa) [APPEL 2026-08-12 REFUS]
117404,Carrefour market Arlon Hydrion,6700,Arlon,Parc commerciale de l'Hydrion 1,+32 63 44 51 90,,markethydrion@gmail.com,,,+32 63 44 51 90,markethydrion@gmail.com,74,zip,19,3,826,69,2026-03-19,151,49.0,35,historique resserre,2026-09-16,-30,0.14,2026-08-12,,,,eloigne,[I0631] Le thé des amoureux (20 infusettes) (x12); [I0880] Blue Earl Grey BIO (20 infusettes) (x9); [EM0072] SRP Kraft Horeca (x8); [I0628] Oasis du désert - BIO (20 infusettes) (x6); [I0600] La lampe merveilleuse (20 infusettes) (x6); [I0878] Guarana Boost (20 infusettes) (x6); [I0735] Pêche de vigne - BIO (20 infusettes) (x6); [I0723] Namasté BIO (20 infusettes) (x6),--- Remarques merchandiser (import Sheet) --- 📍 Carrefour Market Arlon Hydrion Contact merchandiser: Mme Hoffelt Personne de contact Mégane. [APPEL 2026-06-18 REFUS] [APPEL 2026-08-06 REFUS] [APPEL 2026-08-12 REFUS]
123041,Affilié 44845 - Delhaize Enghien,7850,Enghien,Square de la Dodane,+32 2 395 69 30,,dllenghienmestdag@gmail.com,,,+32 2 395 69 30,dllenghienmestdag@gmail.com,102,zip,13,2,709,59,2026-06-15,63,60,35,historique resserre,2026-09-16,-30,0.14,2026-08-12,,,,eloigne,[I0635] Silhouette (20 infusettes) (x16); [I0205] Etoiles filantes (20 infusettes) (x10); [I0121] Lady Dodo (20 infusettes) (x10); [I0279] Le panier de grand maman (20 infusettes) (x10); [I0735] Pêche de vigne - BIO (20 infusettes) (x10); [I0878] Guarana Boost (20 infusettes) (x10); [I0628] Oasis du désert - BIO (20 infusettes) (x10); [I0820] Marrakech Sunset - BIO (20 infusettes) (x6),[APPEL 2026-07-17 REFUS] [APPEL 2026-08-05 REFUS] [APPEL 2026-08-12 REFUS]
117130,Affilié 041895 - Proxy Delhaize Braives,4260,Braives,Chaussée de Tirlemont 6A,+32 19 69 94 88,,maxime@proxybraives.be,,,+32 19 69 94 88,maxime@proxybraives.be,39,zip,9,3,513,43,2026-06-10,68,92.0,35,historique resserre,2026-09-16,-30,0.14,2026-08-12,,,,petit assortiment,[I0628] Oasis du désert - BIO (20 infusettes) (x14); [I0880] Blue Earl Grey BIO (20 infusettes) (x14); [I0735] Pêche de vigne - BIO (20 infusettes) (x14); [V0711] Offrande des Rois Mages (100 g vrac) (x6); [V0732] Gourmandise de Noël (100 g vrac) (x6); [V0803] Le thé de la Mère Noël (100 g vrac) (x6); [V0891] Trésor des lutins (100 g vrac) (x6); [V0905] Un Noël Vanillé (x6),--- Remarques merchandiser (import Sheet) --- 📍 Proxy Delhaize Braives Contact merchandiser: Yannick Demander Yannick. Attention que 3 références en rayon. [APPEL 2026-07-17 REFUS] [APPEL 2026-08-04 REFUS] [APPEL 2026-08-12 REFUS]
120035,Good 4 Food SRL - Proxy Delhaize Linthout,1200,Woluwe St Lambert,Av Georges Henri 481,+32 2 735 06 90,,proxylinthout@gmail.com,,,+32 2 735 06 90,proxylinthout@gmail.com,89,zip,17,5,1353,113,2026-08-14,3,49.5,35,historique resserre,2026-09-18,-32,0.09,,,,,eloigne,[EM0072] SRP Kraft Horeca (x22); [I0832] La Nana de Wépion (20 infusettes) (x21); [I0723] Namasté BIO (20 infusettes) (x21); [I0628] Oasis du désert - BIO (20 infusettes) (x20); [I0880] Blue Earl Grey BIO (20 infusettes) (x19); [I0735] Pêche de vigne - BIO (20 infusettes) (x18); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x16); [I0751] I love you (20 infusettes) (x12),--- Remarques merchandiser (import Sheet) --- 📍 Proxy Delhaize Linthout Contact merchandiser: Mme Custers Ok merchandiser. Demander Mme Custers pas de visite le mercredi.
120933,VGS Company - Carrefour Express Rhode-Saint-Genèse,1640,Rhode-Saint-Genèse,Chaussée de Waterloo 230,+32 2 466 68 41,,carrefour.express.rsg@gmail.com,Gilles Virgo,,+32 2 466 68 41,carrefour.express.rsg@gmail.com,86,zip,3,2,218,18,2026-04-16,123,66,35,historique resserre,2026-09-18,-32,0.09,2026-08-14,,,,petit assortiment + eloigne,[I0631] Le thé des amoureux (20 infusettes) (x14); [I0832] La Nana de Wépion (20 infusettes) (x8); [I0205] Etoiles filantes (20 infusettes) (x8),--- Remarques merchandiser (import Sheet) --- 📍 Carrefour Express Rhode-Saint-Genèse Contact merchandiser: Gilles Virgo Voir pour le suivi merchandiser car que 3 référence en magasin --- [APPEL ONLY — NE PAS VISITER — décision Nicolas 2026-05-20] --- Magasin trop petit pour justifier visite merchand
