pid,magasin,zip,city,street,phone,mobile,email,contact_name,contact_function,contact_phone,contact_email,dist_km,dist_src,n_refs,so_count_12m,revenue_12m,avg_mois,last_order,days_since,median_interval,target_interval,cadence_src,next_call,overdue_days,urgency,last_refus,last_nrp,impl_date,suivi_impl,reason,priorite,top_products,notes
125351,FQMS - Proxy Delhaize Quadrilatere (Huy),4500,Huy,Rue Delloye-Matthieu 9,+32 471 72 79 39,,compta@fqms.be,Alexandre Gilles,Gerant FQMS,+32 471 72 79 39,alexandregillis@hotmail.com,26,zip,8,1,325,27,2026-07-15,71,,28,demarrage (1 cmd),2026-09-07,17,1.61,2026-08-10,,2026-07-15,,petit assortiment,,[GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [EM0072] SRP Kraft Horeca (x8); [I0628] Oasis du désert - BIO (20 infusettes) (x6); [I0880] Blue Earl Grey BIO (20 infusettes) (x6); [I0279] Le panier de grand maman (20 infusettes) (x6); [I0723] Namasté BIO (20 infusettes) (x6); [EM0107] Display Teatower GMS - 8 produits 2026 (x1),"[REGLE: pas de passage le MARDI — de preference le MERCREDI (contrainte magasin, lead #1095)] [IMPLANTE 2026-07 Gilles — tag [A IMPLANTER] cloture le 2026-08-21, suivi televente] Exploitant FQMS depuis le 14/08/2020 (TVA BE0752619436). Responsable magasin : Loic. Gerant : Alexandre Gilles (+32 471 7"
122944,Lambertdis SRL - Spar Manhay,6960,Manhay,"Rue d'erezée,",+32 86 45 55 87,,lambertfrancoise@skynet.be,Koohn Samuel,,+32 86 45 55 87,samuelkoohn@live.be,23,zip,10,2,559,47,2026-04-21,156,10,25,override magasin,2026-09-08,16,1.64,2026-08-14,2026-06-25,,,petit assortiment,,[I0628] Oasis du désert - BIO (20 infusettes) (x10); [I0631] Le thé des amoureux (20 infusettes) (x10); [I0751] I love you (20 infusettes) (x10); [I0735] Pêche de vigne - BIO (20 infusettes) (x10); [I0279] Le panier de grand maman (20 infusettes) (x10); [I0832] La Nana de Wépion (20 infusettes) (x10); [I0121] Lady Dodo (20 infusettes) (x10); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x8),[APPEL 2026-07-03 REFUS] (Vanessa télévente) Client GMS 11/04/2026 --- Remarques merchandiser --- Horaire ouverture : pas de livraison ni visite le lundi avant 13h30. Magasin fermé le matin le lundi. (info 2026-05-04) [APPEL 2026-06-18 NRP] [APPEL 2026-06-25 NRP] injoignable [APPEL 2026-08-14 REFUS]
123964,Intermarché Rumes - Hainaut,7610,Rumes,Chaussée de Douai 1bis,+32 69 34 31 88,+32 488 24 44 74,pdv04733@mousquetaires.com,Ludovic Deval,,+32 69 34 31 88,pdv04733@mousquetaires.com,147,zip,10,2,466,39,2026-08-04,51,67,35,historique resserre,2026-09-08,16,1.46,2026-07-17,,,,petit assortiment + eloigne,,[GI0820] Marrakech Sunset - BIO glacé (x12); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [GI0634] Gourmandise glacée (x12); [V0914] Infusion du Printemps 2026 (x12); [EM0072] SRP Kraft Horeca (x8); [GI0832] La Nana de Wépion glacée (x6); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6),[APPEL 2026-06-17 REFUS] [APPEL 2026-07-17 REFUS]
124368,Spar Momignies,6590,Momignies,Route de Macon 7,+32 60 51 10 35,,momidistri@skynet.be,Vincent Van den Driessche-Leners,Gérant,+32 60 51 10 35,momidistri@skynet.be,89,zip,16,1,650,54,2026-06-10,106,,28,demarrage (1 cmd),2026-09-09,15,1.54,2026-08-12,,,,eloigne,,[EM0072] SRP Kraft Horeca (x16); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [GI0634] Gourmandise glacée (x6); [GI0820] Marrakech Sunset - BIO glacé (x6); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x6); [I0628] Oasis du désert - BIO (20 infusettes) (x6),[APPEL 2026-06-24 REFUS] pas encore besoin [APPEL 2026-08-05 REFUS] [APPEL 2026-08-12 REFUS]
124178,Delhaize Amay,4540,Amay,Chaussee Roosevelt 101,+32 85 31 29 97,,info@delhaize-amay.be,Mme Lhomme Nathalie,,+32 85 31 29 97,info@delhaize-amay.be,29,zip,9,1,323,27,2026-06-04,112,,28,demarrage (1 cmd),2026-09-09,15,1.54,2026-08-12,,,,petit assortiment,,[D011] Gobelet dégustation (x200); [GI0735] Pêche de Vigne - BIO glacée (x13); [GI0832] La Nana de Wépion glacée (x13); [EM0072] SRP Kraft Horeca (x8); [GI0634] Gourmandise glacée (x7); [GI0820] Marrakech Sunset - BIO glacé (x7); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x7); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x7),[APPEL 2026-06-18 REFUS] [APPEL 2026-07-17 REFUS] (magasin va fermer pour rénovation en septembre - note Vanessa) [APPEL 2026-08-04 REFUS] (magasin va fermer pour rénovation en septembre - note Vanessa) [APPEL 2026-08-12 REFUS] (magasin va fermer pour rénovation en septembre - note Vanessa)
124554,Affilié 047550 - Proxy Delhaize Roi Chevalier,1200,Woluwe-Saint-Lambert,Avenue du Roi Chevalier 53,+32 2 779 55 42,,,,,+32 2 779 55 42,,89,zip,8,1,301,25,2026-06-18,98,,28,demarrage (1 cmd),2026-09-09,15,1.54,2026-08-12,2026-07-03,,,petit assortiment + eloigne,,[GI0735] Pêche de Vigne - BIO glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [EM0072] SRP Kraft Horeca (x8); [GI0634] Gourmandise glacée (x6); [GI0820] Marrakech Sunset - BIO glacé (x6); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x6); [EM0107] Display Teatower GMS - 8 produits 2026 (x1),[APPEL 2026-07-03 NRP] (Vanessa télévente) Joëlle – Responsable Epicerie [APPEL 2026-07-17 REFUS] [APPEL 2026-08-04 REFUS] [APPEL 2026-08-12 REFUS]
122991,Antheco SA - Intermarché Anthée,5520,Onhaye,Rue Maréchal Franchet d'Esperey 2,+32 82 21 31 00,,PDV06651@mousquetaires.com,Ronald & Aurélie Leonet,,+32 82 21 31 00,ronald.leonet-adh@mousquetaires.com,39,zip,8,2,565,47,2026-08-06,49,62,35,historique resserre,2026-09-10,14,1.4,2026-06-24,,,,petit assortiment,,[GI0832] La Nana de Wépion glacée (x24); [GI0820] Marrakech Sunset - BIO glacé (x18); [GI0634] Gourmandise glacée (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [EM0072] SRP Kraft Horeca (x8); [EM0107] Display Teatower GMS - 8 produits 2026 (x1),"Client GMS 13/04/26 [IMPLANTE 2026-06-15 Gilles — commande passée 05/06, display 8 réfs] [APPEL 2026-06-24 REFUS] pas au franco [NOTE 2026-07-30] Tag d'implantation cloture : display pose (SO S05737 du 05/06, livraison 08/06). Suivi desormais assure en televente (pool Vanessa), pas en visite Gilles."
113634,Carrefour Market Eupen centre Rotenberg,4700,Eupen,Rotenberg 12,+32 87 55 59 01,,carrefoureupen@skynet.be,,,+32 87 55 59 01,carrefoureupen@skynet.be,62,zip,19,2,768,64,2025-10-13,346,0,28,demarrage (1 cmd),2026-09-11,13,1.46,2026-08-14,,,,eloigne,,[EM0072] SRP Kraft Horeca (x16); [V0914] Infusion du Printemps 2026 (x6); [I0279] Le panier de grand maman (20 infusettes) (x6); [I0832] La Nana de Wépion (20 infusettes) (x6); [I0301] Tisane tropicale (20 infusettes) (x6); [I0880] Blue Earl Grey BIO (20 infusettes) (x6); [I0878] Guarana Boost (20 infusettes) (x6); [I0735] Pêche de vigne - BIO (20 infusettes) (x6),--- Remarques merchandiser (import Sheet) --- 📍 carrefour Market Eupen centre Rotenberg Contact merchandiser: Mme Meesen Cindy Demander Mme Meessen Cindy pas de visite le mercredi [APPEL 2026-08-14 REFUS]
124424,Hyper Carrefour Kraainem - 5400102606691,1950,Kraainem,Avenue de Wezembeek 114,+32 2 785 06 11,,olivier_ernest@carrefour.com,,,+32 2 785 06 11,olivier_ernest@carrefour.com,88,zip,7,1,753,63,2026-06-12,104,,28,demarrage (1 cmd),2026-09-11,13,1.46,2026-08-14,,,,petit assortiment + eloigne,,[EM0072] SRP Kraft Horeca (x20); [GI0820] Marrakech Sunset - BIO glacé (x20); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x20); [GI0832] La Nana de Wépion glacée (x20); [GI0735] Pêche de Vigne - BIO glacée (x20); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x20); [GI0634] Gourmandise glacée (x20),[APPEL 2026-07-03 REFUS] (Vanessa télévente) [APPEL 2026-08-14 REFUS]
124423,Carrefour Market Tomberg - 5400102101219,1200,Woluwe-Saint-Lambert,Tomberg 96,+32 2 775 04 11,,sabine_jacobs@carrefour.com,,,+32 2 775 04 11,sabine_jacobs@carrefour.com,89,zip,12,1,626,52,2026-06-12,104,,28,demarrage (1 cmd),2026-09-11,13,1.46,2026-08-14,,,,eloigne,,[EM0072] SRP Kraft Horeca (x16); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [GI0634] Gourmandise glacée (x12); [GI0820] Marrakech Sunset - BIO glacé (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [I0631] Le thé des amoureux (20 infusettes) (x6),[APPEL 2026-07-03 REFUS] (Vanessa télévente) [APPEL 2026-08-14 REFUS]
123466,Digretail - Intermarché Braine-le-Comte Digues,7090,Braine-le-Comte,Rue des Digues 60,+32 67 56 01 88,,PDV09832@MOUSQUETAIRES.COM,Mr Termini - Boss,,+32 67 56 01 88,PDV09832@MOUSQUETAIRES.COM,92,zip,9,1,531,44,2026-05-05,142,,28,demarrage (1 cmd),2026-09-11,13,1.46,2026-08-14,,,,petit assortiment + eloigne,,[EM0072] SRP Kraft Horeca (x16); [GI0820] Marrakech Sunset - BIO glacé (x12); [GI0735] Pêche de Vigne - BIO glacée (x12); [GI0634] Gourmandise glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [V0914] Infusion du Printemps 2026 (x12),OK pour Gilles =&gt; Mr Damien [APPEL 2026-06-15 REFUS] (note Vanessa chatter) [APPEL 2026-07-14 REFUS] (refus - note Vanessa) [APPEL 2026-08-14 REFUS]
9016,Distriwal SRL - Carrefour Market Walcourt,5650,WALCOURT,"Rue de la Forge, 34",+32 71 61 14 73,,labbe-r@hotmail.com,Ronny LABBE,,+32 475 40 37 25,labbe-r@hotmail.com,65,zip,9,1,251,21,2025-10-16,343,,28,demarrage (1 cmd),2026-09-11,13,1.46,2026-08-14,,,,petit assortiment + eloigne,,[I0751] I love you (20 infusettes) (x6); [I0279] Le panier de grand maman (20 infusettes) (x6); [I0631] Le thé des amoureux (20 infusettes) (x4); [I0301] Tisane tropicale (20 infusettes) (x4); [I0628] Oasis du désert - BIO (20 infusettes) (x3); [I0669] Vert Jasmin (20 infusettes) (x3); [I0880] Blue Earl Grey BIO (20 infusettes) (x3); [I0735] Pêche de vigne - BIO (20 infusettes) (x3),--- Remarques merchandiser (import Sheet) --- 📍 Carrefour Market Walcourt Contact merchandiser: Ronny Labbé Envoyer mail le 10/03 pour avoir l'accord du magasin au bon de commande suite au passage de gilles (2 fois pour rien ) Voir si retour. Gilles est repasser ce 31/03 encore pour rien. Jérôme doi
122467,Hyper Carrefour Bomerée - 5400102606684,6110,Montigny-Le-Tilleul,Rue de la station 1,+32 71 29 72 11,,demoulin_michael@carrefour.com,,,+32 71 29 72 11,demoulin_michael@carrefour.com,69,zip,9,3,959,80,2026-08-05,50,65.5,35,historique resserre,2026-09-14,10,1.29,2026-08-10,2026-07-17,,,petit assortiment + eloigne,,[I0832] La Nana de Wépion (20 infusettes) (x30); [I0600] La lampe merveilleuse (20 infusettes) (x24); [I0631] Le thé des amoureux (20 infusettes) (x24); [I0628] Oasis du désert - BIO (20 infusettes) (x18); [I0878] Guarana Boost (20 infusettes) (x18); [I0735] Pêche de vigne - BIO (20 infusettes) (x18); [EM0072] SRP Kraft Horeca (x6); [I0723] Namasté BIO (20 infusettes) (x0),"--- Remarques merchandiser (import Sheet) --- 📍 Hyper Carrefour Bomerée Contact merchandiser: Demoulin michael Ok pour le suivi merchandiser demander Mr Demoulin ou Darion Do Santos. Préférence de passage lundi ou mardi ( Attention, 6 référence en magasin) [APPEL 2026-07-14 NRP] (rappeler demain Ste"
124037,Intermarché Braine Le Château,1440,Braine-le-Château,Rue de Nivelles 186A,+32 2 366 21 69,,PDV09925@MOUSQUETAIRES.COM,Mr Marquez Alenjandro,,+32 487 66 90 34,PDV09925@MOUSQUETAIRES.COM,86,zip,17,2,820,68,2026-08-10,45,73,35,historique resserre,2026-09-14,10,1.29,2026-06-17,2026-08-04,,,eloigne,,[GI0735] Pêche de Vigne - BIO glacée (x18); [GI0832] La Nana de Wépion glacée (x18); [EM0072] SRP Kraft Horeca (x16); [GI0634] Gourmandise glacée (x12); [GI0820] Marrakech Sunset - BIO glacé (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x12); [I0628] Oasis du désert - BIO (20 infusettes) (x6),[APPEL 2026-06-17 REFUS] [APPEL 2026-07-14 NRP] (injoignable - note Vanessa) [APPEL 2026-07-17 NRP] [APPEL 2026-08-04 NRP]
125070,Delhaize Warmonceau,6000,Charleroi,Grand’Rue 294,+32 71 71 12 62,,ad.warmonceau@groupturk.be,Contact merchandising : Vanessa ou Vincent,,+32 71 71 12 62,ad.warmonceau@groupturk.be,65,zip,8,1,301,25,2026-07-07,79,,28,demarrage (1 cmd),2026-09-14,10,1.36,2026-08-17,,2026-07-09,,petit assortiment + eloigne,,[GI0735] Pêche de Vigne - BIO glacée (x12); [GI0832] La Nana de Wépion glacée (x12); [EM0072] SRP Kraft Horeca (x8); [GI0634] Gourmandise glacée (x6); [GI0820] Marrakech Sunset - BIO glacé (x6); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x6); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x6); [EM0107] Display Teatower GMS - 8 produits 2026 (x1),[IMPL 2026-07-09] (implantation merch Gilles - tag pose retroactivement 17/08) [APPEL 2026-08-17 REFUS]
120159,Affilié 043145 - Delhaize Flagey,1050,Ixelles,Rue de Hennin 18,+32 2 648 58 38,,skoumans@outlook.com,,,+32 2 648 58 38,skoumans@outlook.com,91,zip,18,2,1092,91,2026-04-03,174,71,35,historique resserre,2026-09-16,8,1.23,2026-08-12,2026-08-06,,,eloigne,,[EM0072] SRP Kraft Horeca (x16); [I0279] Le panier de grand maman (20 infusettes) (x15); [I0735] Pêche de vigne - BIO (20 infusettes) (x14); [I0669] Vert Jasmin (20 infusettes) (x12); [I0868] Citron meringué (20 infusettes) (x12); [I0631] Le thé des amoureux (20 infusettes) (x11); [I0751] I love you (20 infusettes) (x11); [I0878] Guarana Boost (20 infusettes) (x11),--- Remarques merchandiser (import Sheet) --- 📍 Delhaize Flagey Contact merchandiser: Mr Koumans ⚠️ Accès uniquement le MARDI — pas d'autres jours possibles pour visite/livraison merchandiser. [APPEL 2026-06-18 REFUS] [APPEL 2026-08-06 NRP] (RAPPELER - note Vanessa) [APPEL 2026-08-12 REFUS]
117404,Carrefour market Arlon Hydrion,6700,Arlon,Parc commerciale de l'Hydrion 1,+32 63 44 51 90,,markethydrion@gmail.com,,,+32 63 44 51 90,markethydrion@gmail.com,74,zip,19,3,826,69,2026-03-19,189,49.0,35,historique resserre,2026-09-16,8,1.23,2026-08-12,,,,eloigne,,[I0631] Le thé des amoureux (20 infusettes) (x12); [I0880] Blue Earl Grey BIO (20 infusettes) (x9); [EM0072] SRP Kraft Horeca (x8); [I0628] Oasis du désert - BIO (20 infusettes) (x6); [I0600] La lampe merveilleuse (20 infusettes) (x6); [I0878] Guarana Boost (20 infusettes) (x6); [I0735] Pêche de vigne - BIO (20 infusettes) (x6); [I0723] Namasté BIO (20 infusettes) (x6),--- Remarques merchandiser (import Sheet) --- 📍 Carrefour Market Arlon Hydrion Contact merchandiser: Mme Hoffelt Personne de contact Mégane. [APPEL 2026-06-18 REFUS] [APPEL 2026-08-06 REFUS] [APPEL 2026-08-12 REFUS]
123041,Affilié 44845 - Delhaize Enghien,7850,Enghien,Square de la Dodane,+32 2 395 69 30,,dllenghienmestdag@gmail.com,,,+32 2 395 69 30,dllenghienmestdag@gmail.com,102,zip,13,2,709,59,2026-06-15,101,60,35,historique resserre,2026-09-16,8,1.23,2026-08-12,,,,eloigne,,[I0635] Silhouette (20 infusettes) (x16); [I0205] Etoiles filantes (20 infusettes) (x10); [I0121] Lady Dodo (20 infusettes) (x10); [I0279] Le panier de grand maman (20 infusettes) (x10); [I0735] Pêche de vigne - BIO (20 infusettes) (x10); [I0878] Guarana Boost (20 infusettes) (x10); [I0628] Oasis du désert - BIO (20 infusettes) (x10); [I0820] Marrakech Sunset - BIO (20 infusettes) (x6),[APPEL 2026-07-17 REFUS] [APPEL 2026-08-05 REFUS] [APPEL 2026-08-12 REFUS]
117130,Affilié 041895 - Proxy Delhaize Braives,4260,Braives,Chaussée de Tirlemont 6A,+32 19 69 94 88,,maxime@proxybraives.be,,,+32 19 69 94 88,maxime@proxybraives.be,39,zip,9,3,513,43,2026-06-10,106,92.0,35,historique resserre,2026-09-16,8,1.23,2026-08-12,,,,petit assortiment,,[I0628] Oasis du désert - BIO (20 infusettes) (x14); [I0880] Blue Earl Grey BIO (20 infusettes) (x14); [I0735] Pêche de vigne - BIO (20 infusettes) (x14); [V0711] Récolte enchantée (100 g vrac) (x6); [V0732] Gourmandise de Noël (100 g vrac) (x6); [V0803] Le thé de la Mère Noël (100 g vrac) (x6); [V0891] Trésor des lutins (100 g vrac) (x6); [V0905] Un Noël Vanillé (x6),--- Remarques merchandiser (import Sheet) --- 📍 Proxy Delhaize Braives Contact merchandiser: Yannick Demander Yannick. Attention que 3 références en rayon. [APPEL 2026-07-17 REFUS] [APPEL 2026-08-04 REFUS] [APPEL 2026-08-12 REFUS]
120035,Good 4 Food SRL - Proxy Delhaize Linthout,1200,Woluwe St Lambert,Av Georges Henri 481,+32 2 735 06 90,,proxylinthout@gmail.com,,,+32 2 735 06 90,proxylinthout@gmail.com,89,zip,17,5,1353,113,2026-08-14,41,49.5,35,historique resserre,2026-09-18,6,1.17,,,,,eloigne,,[EM0072] SRP Kraft Horeca (x22); [I0832] La Nana de Wépion (20 infusettes) (x21); [I0723] Namasté BIO (20 infusettes) (x21); [I0628] Oasis du désert - BIO (20 infusettes) (x20); [I0880] Blue Earl Grey BIO (20 infusettes) (x19); [I0735] Pêche de vigne - BIO (20 infusettes) (x18); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x16); [I0751] I love you (20 infusettes) (x12),--- Remarques merchandiser (import Sheet) --- 📍 Proxy Delhaize Linthout Contact merchandiser: Mme Custers Ok merchandiser. Demander Mme Custers pas de visite le mercredi.
2927,Distriparenthèse - Intermarché Gosselies,6041,Gosselies,"Rue Pont à Migneloux, 13",071/35.40.10,,pdv09920@mousquetaires.com,Valentin Schirru,,071/35.40.10,pdv09920@mousquetaires.com,67,zip,17,3,910,76,2026-03-31,177,84.0,35,historique resserre,2026-09-18,6,1.17,2026-08-14,,,,eloigne,,[V0732] Gourmandise de Noël (100 g vrac) (x12); [I0279] Le panier de grand maman (20 infusettes) (x11); [I0635] Silhouette (20 infusettes) (x10); [GI0820] Marrakech Sunset - BIO glacé (x10); [V0914] Infusion du Printemps 2026 (x10); [I0628] Oasis du désert - BIO (20 infusettes) (x8); [I0631] Le thé des amoureux (20 infusettes) (x8); [I0669] Vert Jasmin (20 infusettes) (x8),--- Remarques merchandiser (import Sheet) --- 📍 Intermarché Parenthèse Gosselie Contact merchandiser: Valentin Schirru [APPEL 2026-06-17 REFUS] [APPEL 2026-07-14 REFUS] (refus - note Vanessa) [APPEL 2026-08-14 REFUS]
120933,VGS Company - Carrefour Express Rhode-Saint-Genèse,1640,Rhode-Saint-Genèse,Chaussée de Waterloo 230,+32 2 466 68 41,,carrefour.express.rsg@gmail.com,Gilles Virgo,,+32 2 466 68 41,carrefour.express.rsg@gmail.com,86,zip,3,2,218,18,2026-04-16,161,66,35,historique resserre,2026-09-18,6,1.17,2026-08-14,,,,petit assortiment + eloigne,,[I0631] Le thé des amoureux (20 infusettes) (x14); [I0832] La Nana de Wépion (20 infusettes) (x8); [I0205] Etoiles filantes (20 infusettes) (x8),--- Remarques merchandiser (import Sheet) --- 📍 Carrefour Express Rhode-Saint-Genèse Contact merchandiser: Gilles Virgo Voir pour le suivi merchandiser car que 3 référence en magasin --- [APPEL ONLY — NE PAS VISITER — décision Nicolas 2026-05-20] --- Magasin trop petit pour justifier visite merchand
2963,GENADIS - Intermarché Genappe,1470,Genappe,Rue Louis Lalieux 22,067 78 02 50,,pdv09846@mousquetaires.com,,,067 78 02 50,pdv09846@mousquetaires.com,70,zip,16,3,1002,84,2026-03-25,183,81.5,35,historique resserre,2026-09-21,3,1.09,2026-08-17,2026-08-12,,,eloigne,,[I0205] Etoiles filantes (20 infusettes) (x17); [I0735] Pêche de vigne - BIO (20 infusettes) (x17); [I0600] La lampe merveilleuse (20 infusettes) (x13); [I0751] I love you (20 infusettes) (x12); [I0626] Sencha - BIO (20 infusettes) (x10); [I0631] Le thé des amoureux (20 infusettes) (x9); [I0279] Le panier de grand maman (20 infusettes) (x9); [I0878] Guarana Boost (20 infusettes) (x8),[APPEL 2026-06-17 REFUS] [APPEL 2026-08-05 NRP] (rappeler vendredi - note Vanessa) [APPEL 2026-08-12 NRP] (RAPPELER VENDREDI MATIN - note Vanessa) [APPEL 2026-08-17 REFUS]
124180,Affilié 049015 - Proxy Delhaize Tihange,4500,Huy,Avenue de l'industrie 26,+32 85 25 29 39,,delhaizetihange@yahoo.fr,,,+32 85 25 29 39,delhaizetihange@yahoo.fr,26,zip,10,3,822,68,2026-08-26,29,41.5,31,historique resserre,2026-09-26,-2,0.94,2026-06-17,,,,petit assortiment,,[D011] Gobelet dégustation (x200); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x37); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x31); [GI0735] Pêche de Vigne - BIO glacée (x19); [GI0832] La Nana de Wépion glacée (x19); [GI0634] Gourmandise glacée (x13); [GI0820] Marrakech Sunset - BIO glacé (x13); [EM0072] SRP Kraft Horeca (x8),"--- Remarques merchandiser (maj 2026-06-04) --- 📍 Proxy Delhaize Tihange Nouveau client (lead #179 gagne 02/06/2026). 1re implantation 11/06/2026. Horaires : lun 10:00-18:45, mar-sam 09:00-18:45, dim ferme. [APPEL 2026-06-17 REFUS]"
2994,Intermarché Forest - FREYARVOR,1190,Forest,Chaussée D'alsemberg 303 309,023464614,,PDV09842@mousquetaires.com,,,023464614,PDV09842@mousquetaires.com,92,zip,19,4,962,80,2026-08-26,29,75,35,historique resserre,2026-09-30,-6,0.83,,2026-08-14,,,eloigne,,[GI0832] La Nana de Wépion glacée (x12); [V0914] Infusion du Printemps 2026 (x10); [I0631] Le thé des amoureux (20 infusettes) (x9); [I0735] Pêche de vigne - BIO (20 infusettes) (x8); [I0279] Le panier de grand maman (20 infusettes) (x8); [I0669] Vert Jasmin (20 infusettes) (x8); [I0600] La lampe merveilleuse (20 infusettes) (x8); [I0751] I love you (20 infusettes) (x8),[APPEL 2026-08-14 NRP] (RAPPELER SEMAINE PRO - note Vanessa)
124148,Spar Beauvechain,1320,Beauvechain,Rue du Village 2,+32 10 86 60 37,,spar.beauvechain@gmail.com,Mr Sébastien Wautié,,+32 10 86 60 37,spar.beauvechain@gmail.com,68,zip,12,2,887,74,2026-08-26,29,83,35,historique resserre,2026-09-30,-6,0.83,2026-07-17,2026-08-12,,,eloigne,,[GI0820] Marrakech Sunset - BIO glacé (x18); [GI0735] Pêche de Vigne - BIO glacée (x18); [GI0832] La Nana de Wépion glacée (x18); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x18); [I0832] La Nana de Wépion (20 infusettes) (x12); [I0628] Oasis du désert - BIO (20 infusettes) (x12); [GI0634] Gourmandise glacée (x12); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x12),[APPEL 2026-06-17 REFUS] [APPEL 2026-07-14 NRP] (injoignable - note Vanessa) [APPEL 2026-07-17 REFUS] (car veut réassort des glacés - note Vanessa) [APPEL 2026-08-04 NRP] [APPEL 2026-08-12 NRP]
124363,Centrale Intermarché,1348,Ottignies-Louvain-la-Neuve,Rue du Bosquet 4,,,factures_belgique@mousquetaires.com,Intermarché Anderlues Vandervelde,,+32 71 54 21 28,PDV06881@MOUSQUETAIRES.COM,66,zip,5,14,2598,216,2026-09-23,1,8,14,historique resserre,2026-10-07,-13,0.07,,,,,petit assortiment + eloigne,,[SRPV0279] SRP 6x V0279 - Panier de grand maman VRAC (x28); [SRPV0631] SRP 6x V0631 - Thé des amoureux VRAC (x15); [SRPV0880] SRP 6x V0880 - Blue Earl grey BIO VRAC (x13); [TRANSPORT] TRANSPORT (x12); [SRPV0735] SRP 6x V0735 - Pêches de Vignes BIO VRAC (x12),"Attention = 37.5%, pas 30% ATTENTION LIVRAISON : Livreur doir passer par la loge de garde et livrer à la réception de l'entrepôt !"
3184,Ma Pharmacie de Baillonville - Bayet Sarah,5377,BAILLONVILLE,Chemin de Huy 1A,081 39 50 33,,commandes@mapharmaciedebaillonville.be,Ma pharmacie de Baillonville,,081 39 50 33,mapharmaciedebaillonville@proximus.be,2,zip,57,14,3903,325,2026-09-17,7,31,23,historique resserre,2026-10-10,-16,0.3,,,,,bascule televente (decision Nicolas),,[GI0832] La Nana de Wépion glacée (x36); [GI0735] Pêche de Vigne - BIO glacée (x36); [GI0916] Vergers d’Été: saveurs: Pomme - Poire (x30); [GI0820] Marrakech Sunset - BIO glacé (x30); [GI0912] Passion Exotique - Infusion de fruits : Mangue - Passion (x30); [I0279] Le panier de grand maman (20 infusettes) (x19); [C0184] Calendrier de l'avent 2025 (x19); [C0195] Calendrier de l'avent 2026 (x16),
121026,Pharmacie Saint Pierre SA,5621,Morialmé,Rue du Château 228,+32 475 77 14 71,+32 475 77 14 71,ph.saintpierre@gmail.com,Vanessa Pitocco Deconinck,,+32 475 77 14 71,ph.saintpierre@gmail.com,56,zip,68,6,3348,279,2026-09-24,0,29,22,historique resserre,2026-10-16,-22,0.0,,,,,bascule televente (decision Nicolas),,[C0023] Sac sortie de caisse 22*29*10 TT (x50); [V0919] Halloween 2026 - 100g (x30); [GI0820] Marrakech Sunset - BIO glacé (x28); [GI0735] Pêche de Vigne - BIO glacée (x23); [I0826] Pinacolada (20 infusettes) (x18); [GI0634] Gourmandise glacée (x17); [GI0832] La Nana de Wépion glacée (x17); [I0121] Lady Dodo (20 infusettes) (x16),
